	../variants/ENV-NIC-22-0025.tsv
summarized	[('Other', 0.621288512325479), ('Omicron', 0.13165266041161905), ('Delta', 0.12324929910874964), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.0661064422492388), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.03361344521147737), ('Gamma', 0.01232492991087503), ('Alpha', 0.0050420167817216005), ('Epsilon', 0.0016806722605738672), ('A', 0.0011204481737159115), ('Lambda', 0.0011204481737159115), ('Iota', 0.0005602240868579557), ('Theta', 0.0005602240868579557), ('Eta', 0.0005602240868579557), ('Kappa', 0.0005602240868579557), ('Zeta', 0.0005602240868579557)]
lineages	JV.2 B.1.1.120 B.1.1.16 B.1.1.307 B.1.1.512 B.1.1.239 B.1.1.217 B.1.1.62 B.1.1.178 B.1.1.342 B.1.1.506 B.1.1.201 B.1.1.354 B.1.1.487 B.1.1.311 B.1.1.347 B.1.1.136 B.1.1.385 L.2 B.1.1.437 B.1.1.54 B.1.1.262 B.1.1.377 B.1.1.403 B.1.1.383 B.1.1.209 B.1.1.337 B.1.1.451 B.1.1.47 B.1.1.165 B.1.1.355 B.1.1.348 B.1.1.273 B.1.1.326 B.1.1.389 B.1.1.456 B.1.1.38 B.1.1.145 B.1.1.29 B.1.1.128 B.1.1.392 K.1 B.1.1.256 B.1.1.241 B.1.1.255 B.1.1.484 B.1.1.202 B.1.1.1 B.1.1.369 B.1.1.298 B.1.1.371 AN.1 B.1.1.123 B.1.1.97 B.1.1.50 B.1.1.226 B.1.1.464 B.1.346 B.1.506 B.1.611 B.1.505 B.1.606 B.1.313 B.1.444 B.1.355 B.1.603 B.1.578 B.1.541 B.1.362 B.1.595.3 B.1.503 B.1.595.4 B.1.521 B.1.601 B.1.581 B.1.428.1 B.1.602 B.1.398 B.1.618 B.1.177 B.1.36.38 B.1.36.12 B.1.499 B.1.504 B.1.1.49 B.1.1.86 B.1.1.139 B.1.1.51 B.1.1.39 AE.3 AE.8 AE.1 B.1.1.394 B.1.1.363 B.1.1.149 N.4 B.1.1.159 B.1.1.366 B.1.508 B.1.1.465 B.1.1.466 B.1.1.294 B.1.1.269 B.1.1.400 B.1.1.368 B.1.188 B.1.585 B.1.433 B.1.596.1 B.1.507 B.1.1.77 B.1.1.352 W.2 B.1.1.249 B.1.1.360 B.1.1.237 B.1.1.365 B.1.1.279 B.1.1.30 B.1.1.53 B.1.1.216 B.1.1.339 B.1.1.271 B.1.1.267 B.1.1.190 B.1.1.388 B.1.1.275 B.1.1.268 B.1.1.98 B.1.497 B.1.3 B.1.309 B.1.494 B.1.298 B.1.305 B.1.573 B.1.304 B.1.264.1 B.1.1.379 B.1.1.361 B.1.337 B.1.1.213 B.1.1.381 B.1.1.203 B.1.1.312 B.1.1.91 B.1.1.88 B.1.1.441 B.1.1.364 B.1.1.155 B.1.1.516 B.1.1.435 B.1.1.72 B.1.1.114 B.1.1.412 B.1.1.113 B.1.1.285 B.1.1.162 B.1.1.282 B.1.1.48 B.1.1.283 B.1.1.430 B.1.1.181 B.1.1.305 B.1.1.482 B.1.1.144 B.1.120 B.1.335 B.1.1.459 B.1.36.20 B.1.636 B.1.524 B.1.466.2 B.1.460 B.1.36.19 B.1.36.7 B.1.36.10 B.1.36.24 B.1.36.35 B.1.36.8 B.1.36.16 B.1.36.22 B.1.184 B.1.282 B.1.280 B.1.385 B.1.9.1 B.1.9.2 B.1.9.4 B.1.9.5 B.1.1.324 B.1.1.221 B.1.1.74 B.1.1.289 B.1.218 B.1.565 B.1.579 B.1.582 B.1.445 B.1.308 B.1.577 B.1.589 B.1.567 B.1.426 B.1.592 B.1.590 B.1.44 B.1.491 B.1.614 B.1.598 B.1.405 B.1.328 B.1.597 B.1.190 B.1.258 B.1.189 B.1.234 B.1.407 B.1.403 B.1.243.1 B.1.402 B.1.610 B.1.36.21 B.1.544 B.1.438.3 B.1.361 N.7 B.1.1.196 M.2 AL.1 B.1.375 B.1.501 B.1.615 B.1.564.1 B.1.594 B.1.423 B.1.435 B.1.599 AE.7 B.1.411 B.1.258.3 B.1.258.15 B.1.561 B.1.421 B.1.627 B.1.177.69 B.1.177.19 B.1.177.20 B.1.177.10 B.1.177.32 N.5 AQ.2 B.1.177.70 B.1.1.229 C.29 C.32 C.10 C.6 B.1.1.153 B.1.1.170 B.1.1.302 B.1.532 B.1.1.234 B.1.1.207 B.1.1.240 B.1.1.330 B.1.1.373 B.1.1.100 B.1.1.358 B.1.1.345 B.1.1.288 B.1.1.446 L.4 B.1.1.405 B.1.1.341 B.1.1.529 B.1.1.284 B.1.1.425 B.1.177.45 B.1.177.71 B.1.536 B.1.325 B.1.1.431 B.1.1.272 AF.1 B.1.1.286 N.10 N.9 AM.3 B.1.1.333 B.1.626 B.1.569 B.1.591 B.1.428.3 B.1.1.44 B.1.258.2 B.1.634 B.1.631 XB B.1.177.9 B.1.177.14 B.1.177.74 B.1.177.2 B.1.177.3 B.1.177.50 B.1.177.85 L.1 B.1.1.353 B.1.177.51 B.1.531 B.1.177.53 B.1.177.24 B.1.177.52 B.1.36.33 B.1.36.29 B.1.389 B.1.563 B.1.596 B.1.2 B.1.625 AS.1 P.5 B.1.1.526 AH.1 AH.2 C.34 C.2 C.20 C.28 C.7 B.1.1.406 B.1.1.415 AJ.1 B.1.1.219 C.11 C.21 C.33 B.1.548 B.1.1.422 B.1.1.243 B.1.1.432 B.1.1.408 B.1.1.176 B.1.1.374 B.1.1.214 B.1.1.428 AE.2 AE.6 AE.5 AE.4 B.1.1.90 N.1 N.2 N.6 B.1.1.147 B.1.1.467 B.1.1.93 B.1.1.397 B.1.502 B.1.500 B.1.496 B.1.574 B.1.1.228 B.1.1.46 C.26 B.1.1.413 B.1.415.1 B.1.1.290 AG.1 B.1.1.327 B.1.1.517 B.1.1.316 B.1.1.4 B.1.1.224 B.1.1.414 B.1.1.232 B.1.1.349 B.1.1.384 B.1.1.182 B.1.1.258 B.1.1.138 K.2 B.1.1.427 B.1.534 B.1.1.242 B.1.1.344 B.1.1.450 B.1.1.296 B.1.1.225 D.5 B.1.516 B.1.517 B.1.595.2 B.1.1.332 B.1.36.26 B.1.36.23 B.1.36.34 B.1.36.1 B.1.632 B.1.438.4 B.1.438.1 B.1.221 B.1.1.322 B.1.1.418 P.7 C.35 B.1.595.1 C.13 C.12 C.8 C.22 C.27 C.25 C.36 C.3 C.14 C.1 C.4 B.1.36.28 B.1.36.18 B.1.36.17 B.1.36.36 B.1.425 B.1.593 B.1.580 B.1.605 B.1.509 B.1.570 B.1.428.2 B.1.338 B.1.258.14 B.1.404 B.1.396 B.1.240.1 B.1.550 B.1.240.2 B.1.214.3 B.1.214.4 B.1.549 B.1.177.17 B.1.177.16 B.1.177.75 B.1.177.29 B.1.466.1 B.1.36.37 B.1.1.175 B.1.1.172 B.1.1.461 B.1.268 B.1.510 B.1.343 B.1.118 B.1.511 B.1.320 B.1.485 B.1.324 B.1.341 B.1.572 B.1.453 B.1.311 B.1.302 B.1.263 B.1.486 B.1.428 B.1.332 B.1.314 B.1.542 B.1.224 B.1.600 B.1.416 B.1.416.1 B.1.418 B.1.233 B.1.108 B.1.354 B.1.556 B.1.413 B.1.22 B.1.639 B.1.1 B.1.267 B.1.315 B.1.115 B.1.167 B.1.323 B.1.294 B.1.564 B.1.38 B.1.360 B.1.289 B.1.576 B.1.264 B.1.321 B.1.350 B.1.166 B.1.319 B.1.487 B.1.513 B.1.520 B.1.422 B.1.344 B.1.229 B.1.237 B.1.1.122 B.1.1.189 B.1.478 B.1.441 B.1.438 B.1.443 B.1.1.95 B.1.1.197 B.1.1.92 B.1.1.112 B.1.1.320 B.1.1.142 B.1.1.71 B.1.1.205 B.1.476 B.1.1.192 B.1.1.135 B.1.1.28 B.1.1.277 B.1.1.254 B.1.1.166 B.1.1.274 B.1.1.180 B.1.1.253 B.1.1.372 B.1.1.447 B.1.279 B.1.159 B.1.232 B.1.465 B.1.243 B.1.239 B.1.397 B.1.400 B.1.238 B.1.558 B.1.399 B.1.401 B.1.241 B.1.415 B.1.546 B.1.466 B.1.281 B.1.458 B.1.470 B.1.459 B.1.462 B.1.523 B.1.467 B.1.471 B.1.468 B.1.110.1 B.1.158 B.1.276 B.1.162 B.1.170 B.1.164 B.1.213 B.1.535 B.1.227 B.1.203 B.1.137 B.1.220 B.1.387 B.1.211 B.1.83 B.1.178 B.1.529 B.1.147 B.1.6 B.4.8 B.1.212 B.1.208 B.1.151 B.1.210 B.1.84 B.1.35 B.1.384 B.1.198 B.1.94 B.1.93 B.1.390 B.1.103 A.18 B.1.111 B.1.145 B.1.139 B.1.76 B.1.215 B.1.8 B.1.179 B.1.81 B.1.201 B.1.395 B.1.383 B.1.540 B.1.142 B.1.143 B.1.545 B.1.78 B.1.195 B.1.134 B.1.555 B.1.105 B.1.106 B.1.378 B.1.199 B.1.91 B.1.153 B.1.222 B.1.539 B.1.377 B.1.187 B.1.274 B.1.393 B.1.113 B.1.206 B.1.126 B.1.77 B.1.249 B.1.110.3 B.1.483 B.1.479 B.1.37 B.1.13 B.1.277 B.1.379 B.1.270 B.1.273 B.1.112 B.1.163 B.1.439 B.1.161 B.1.245 B.1.442 B.1.436 B.1.124 B.1.473 B.1.131 B.1.552 B.1.214 B.1.146 B.1.528 B.1.194 B.1.557 B.1.559 B.1.391 B.1.104 B.1.248 B.1.251 B.1.250 B.1.252 B.1.254 B.1.110 B.1.547 B.1.182 B.1.180 B.1.157 B.1.192 B.1.181 B.1.223 B.1.225 B.1.609 B.1.381 B.1.219 B.1.1.43 B.1.1.164 B.1.1.84 B.1.1.424 B.1.1.8 B.1.1.423 B.1.1.17 B.1.1.257 B.1.1.323 B.1.1.458 B.1.1.63 B.1.1.45 B.1.1.14 B.1.1.304 B.1.1.426 B.1.1.130 B.1.1.119 B.1.1.160 B.1.1.507 B.1.1.15 B.1.1.55 B.1.1.186 B.1.1.82 B.1.1.270 B.1.1.191 B.1.1.421 B.1.1.56 B.1.1.204 B.1.1.480 B.1.1.265 B.1.1.115 B.1.480 B.1.235 B.1.236 B.1.635 A.19 B.1.214.1 B.1.530 B.1.463 B.1.469 B.1.456 B.1.36 B.1.475 B.1.9 B.1.1.163 B.1.1.297 B.1.1.154 B.1.1.158 B.1.1.3 B.1.1.75 B.1.1.5 B.1.1.222 B.1.1.317 B.1.1.220 B.1.1.110 B.1.1.518 B.1.1.386 B.1.1.41 B.1.1.200 B.1.1.244 B.1.1.416 B.1.1.266 B.1.1.357 B.1.1.152 B.1.1.58 B.1.1.325 B.1.1.380 B.1.1.109 B.1.1.362 B.1.1.449 B.1.1.395 B.1.1.111 B.1.1.132 B.1.1.177 B.1.1.359 B.1.1.263 B.1.1.399 B.1.1.391 B.1.1.436 B.1.1.350 B.1.1.401 B.1.1.444 B.1.1.442 B.1.1.407 B.1.1.346 B.1.1.453 B.1.1.157 B.1.1.299 B.1.1.328 B.1.1.329 B.1.1.37 B.1.1.310 B.1.1.308 B.1.1.309 B.1.1.356 B.1.1.300 B.1.1.514 B.1.1.301 B.1.1.513 B.1.1.27 B.1.560 B.1.1.116 B.1.1.67 B.1.1.387 D.3 B.1.1.218 B.1.1.40 B.1.1.315 B.1.1.396 B.1.1.141 B.1.1.452 B.1.1.280 B.1.551 B.1.242 B.1.240 B.1.1.125 B.1.1.10 B.1.1.448 B.1.1.398 B.1.1.376 B.1.1.500 B.1.1.187 B.1.1.331 B.1.1.306 B.1.1.33 B.1.1.83 B.1.1.171 B.1.1.208 B.1.1.117 B.1.1.61 B.1.1.231 B.1.1.107 B.1.1.89 B.1.533 B.1.1.101 B.1.1.87 B.1.1.13 B.1.1.194 B.1.342 B.1.359 B.1.1.127 B.1.1.515 B.1.417 B.1.1.25 B.1.1.137 B.1.1.198 B.1.173 B.1.1.134 B.1.1.59 B.1.1.367 B.1.1.148 B.1.1.12 B.1.1.168 B.1.1.26 B.1.1.485 B.1.1.378 B.1.1.121 B.1.1.440 B.1.1.438 B.1.1.169 B.1.1.463 B.1.1.402 B.1.1.174 B.1.1.185 B.1.1.99 B.1.1.129 B.1.1.462 B.1.1.57 B.1.493 B.1.495 B.1.604 B.1.326 B.1.39 B.1.349 B.1.293 B.1.607 B.1.490 B.1.372 B.1.612 B.1.12 B.1.356 B.1.329 B.1.340 B.1.330 B.1.518 B.1.333 B.1.431 B.1.40 B.1.492 B.1.613 B.1.358 B.1.292 B.1.165 B.1.256 B.1.231 B.1.408 B.1.306 B.1.116 B.1.284 B.1.370 B.1.437 B.1.318 B.1.369 B.1.287 B.1.515 B.1.366 B.1.117 B.1.452 B.1.350.1 B.1.357 B.1.168 B.1.451 B.1.334 B.1.489 B.1.432 B.1.310 B.1.586 B.1.424 B.1.450 B.1.301 B.1.595 B.1.265 B.1.336 W.3 B.1.177.49 KG.2 BG.1 BG.3 BA.2.38.2 BA.4.1 AY.53 AY.48 AY.3.3 XBC.1.1.2 JT.1 XBC.1.6.5 GT.1 BG.6 XAJ BA.2.10.4 BH.1 BA.4.1.1 BA.4.1.5 BA.4.1.9 BA.4.1.4 BA.4.1.6 BA.4.2 BA.4.4 XG XAA XAB BA.2.76.1 XBC.1.6.4 XN XAK AY.132 AY.119.1 AY.121.1 AY.3.4 AY.4.16 XBC.1.1.1 XBC.1.3.1 XBC.1.6.2 XBC.1.6.6 XBC.1.6.3 XBC.1.6.1 BA.2.76.2 AY.51 BG.5 BA.2.38.4 BA.4 AY.13 AY.16 AY.49 AY.8 AY.50 AY.54 AY.14 AY.19 XAG XQ AY.36.1 BG.2 BA.4.1.10 BA.4.6.5 BA.4.6.4 BA.4.6.1 XL XAU XC DC.1 BA.4.6.3 XW AY.127.3 BA.4.1.7 BA.4.1.2 CS.1 BA.4.6.2 AY.40 BA.2.75 XH BA.2.75.10 BA.2.75.5 BA.2.75.3 BA.2.75.7 BA.2.75.1 BA.2.75.6 BA.4.1.8 BG.7 BA.2.9.7 BA.4.6 AY.17 AY.122.6 AY.134 AY.34.1.1 KD.4 KD.1 KD.2 KD.3 HW.1 BG.4 BA.4.3 XU HW.1.1 XAR XR AY.16.1 AY.34.2 HW.1.3 BA.4.1.3 BA.4.7 BA.4.5 XAM BA.2.9.1 AY.30 AY.34.1 AY.103.1 B.1.177.21 BA.2.39 AY.7.1 AY.103.2 AY.20.1 AY.25.3 AY.25.1.1 AY.33.2 AY.112.3 AY.4.2.2 AY.4.1 AY.4.6 XBC.1.1 BA.2.46 AY.122.5 BA.2.35 BA.2.3.12 BA.2.3.17 BA.2.3.18 BA.2.3.21 BA.2.3.14 BA.2.3.8 BA.2.3.6 BA.2.21 BA.2.12.1 BA.2.82 AY.7.2 P.1.8 BA.2.22 BA.2.76 BA.2.3.13 BA.2.3.2 BA.2.3.9 BA.2.3.11 BA.2.3.10 BA.2.3.16 BA.2.3.5 BA.2.3.1 BA.2.78 BA.2.66 BA.2.79 BA.2.59 BA.2.2 BA.2.23.1 BA.2.19 BA.2.15 BA.2.81 BA.2.49 BA.2.45 BA.2.9.3 BA.2.9.2 BA.2.9.5 BA.2.13 BA.2.47 BA.2.42 BA.2.25.1 AY.98.1.1 AY.4.10 BA.2.2.1 AY.127.2 AY.127.1 AY.41 AY.25.1.2 AY.124.1.1 AY.125.1 AY.3.2 AY.46.6.1 AY.4.14 AY.4.15 AY.4.2.5 BA.2.9.6 AY.4.2.1 Q.2 XBC.1.7.2 XBC.1.7.1 DD.1 BA.2.3.19 BA.2.38.1 BA.2.38.3 XAS BA.4.8 AY.23.1 BA.2.13.1 BA.2.9.4 BA.2.44 AY.120.2.1 P.1.12.1 AY.98.1 AY.124.1 AY.42.1 AY.123.1 AY.29.2 AY.3.1 AY.39.1.4 AY.4.2.4 AY.4.17 AY.5.7 AY.91.1 BA.2.53 XBC.2.1 XBC.1.6 BA.2.60 BA.2.70 BA.2.3.22 BA.2.3.7 BA.2.3.15 BA.2.79.1 BA.2.12.2 BA.2.74 BA.2.80 XAF XY BA.2.75.9 CJ.1.3 DS.3 CH.1.1.4 CH.1.1.24 CH.1.1.25 CH.1.1.15 GP.2 CH.1.1.17 CH.1.1.19 GQ.1 CJ.1.2 CJ.1.1 XBK.1 XBY EP.1 BN.1.3.13 CH.1.1.21 CH.1.1.2 CH.1.1.14 CH.1.1.13 GP.1 CH.1.1.31 CH.1.1.12 CH.1.1.8 CH.1.1.23 BN.1.3.11 BR.5.1 CH.1.1.5 BN.1.5.1 EJ.1 EJ.3 BN.1.3.10 BN.1.3.2 BN.1.3.12 BN.1.3.7 BN.1.3.5 BN.1.3.6 BN.1.3.3 BN.1.4.1 BN.1.5.2 BN.3.1 CM.8.1.5 CH.1.1.26 CH.1.1.10 CH.1.1.11 CH.1.1.28 XBK XBQ CV.2 BM.1.1.2 XM CM.8.1.1 CM.8.1.2 CH.1.1.30 XBF BA.2.75.8 DV.7.2 DV.6 CJ.1.3.1 XBF.7.1 XBF.3 XBF.8 XBF.4 DV.3 DV.7 XK JP.1.1 EP.1.1.1 DV.7.1 DV.2 DV.7.1.5 DV.7.1.8 DV.7.1.4 DV.7.1.9 DV.7.1.1 KG.1 DV.7.1.3 DV.7.1.2 DV.7.1.6 DV.7.1.7 JV.1 DV.1 JP.1 CV.1 FS.1 EP.2 XAQ XAL FV.1 DS.1 DS.2 CH.1.1.9 CH.1.1.32 CH.1.1.20 CH.1.1.6 FJ.1 CH.1.1.22 XBF.5 DV.4 GQ.1.1 CH.1.1.18 XBF.7 EP.1.1 CJ.1.3.2 XBF.2 XBF.1 XBF.9 XBF.10 XBF.6 EJ.2 CM.8.1.3 CM.7.1.1 CM.8 CM.5 BN.2.1 BN.1 BM.4.1.1 BA.2.75.2 CM.2 CM.3 CM.9 CM.5.1 CM.5.2 CM.4 CM.10 CM.1 BR.1 BN.1.3 BN.1.4 BN.1.5 BN.1.7 BN.1.10 BM.2.1 BM.6 CH.2 BM.1.1 BL.1.4 CM.6 XJ BM.1.1.5 BA.2.3.20 BN.5 BN.2 BN.6 BM.2 BM.3 BM.5 BM.4 BM.1 BL.1 BY.1 XE CB.1 BY.1.1 BA.2.75.4 BN.4 BM.2.3 BM.2.2 BM.4.1 BL.1.3 BL.5 BL.3 BL.2 BL.4 BY.1.2 BL.1.2 BL.1.5 BL.2.1 BN.1.3.8 BN.1.4.5 BN.1.1.1 XBU CH.1.1 CH.3 BM.1.1.4 BL.6 CA.3.1 CA.7 CM.6.1 CM.8.1.4 BN.1.3.9 CA.3 BN.1.3.1 BN.1.3.4 BN.1.4.3 BN.1.4.2 CH.1.1.1 CH.1.1.7 CH.1.1.3 CH.1.1.27 CH.3.1 CJ.1 BM.1.1.3 BR.2.1 CM.11 CM.7.1 CM.2.1 CA.6 CA.2 CA.4 BY.1.1.1 XV CM.7 CM.12 CM.4.1 CM.8.1 BR.3 BR.5 BR.4 BR.1.1 BR.1.2 BR.2 BN.1.1 BN.1.6 BN.1.8 BN.3 CH.1 BM.1.1.1 XBH BY.1.2.1 BA.2.43 BA.2.20 BA.2.40.1 C.2.1 B.1.1.393 B.1.617.3 B.1.526 B.1.258.9 B.1.258.10 B.1.258.20 B.1.258.22 B.1.177.78 B.1.177.26 U.1 B.1.622 C.30.1 P.3 C.1.2 B.1.623 B.1.258.19 B.1.258.4 B.1.258.5 B.1.258.23 AA.6 AA.5 AA.2 AA.7 B.1.177.89 C.38 R.2 U.2 B.1.637 B.1.177.86 B.1.177.68 B.1.22.1 B.1.221.4 B.1.221.3 B.1.1.519 AW.1 C.36.2 B.1.1.417 B.1.1.433 B.1.427 B.1.587 B.1.619.1 B.1.568 B.1.258.11 B.1.258.12 B.1.258.6 B.1.258.7 B.1.258.18 B.1.177.30 B.1.177.39 B.1.177.37 B.1.177.62 AU.2 B.1.177.61 U.3 AY.72 AY.67 AY.38 AY.75 AY.58 B.1.429.1 AY.28 AY.11 AY.26 AY.71 AY.59 AY.57 AY.65 AY.66 AY.24 AY.56 C.36.3.1 B.1.1.7 XBA BA.3 AY.47 AY.70 AY.27 AY.37 Q.1 AY.62 AY.9 AY.61 B.1.525 B.1.617.1 C.37 B.1.1.318 B.1.575 AA.8 AA.4 AA.3 B.1.588.1 B.1.258.17 B.1.177.88 C.36.3 P.1 AZ.3 AY.55 AZ.6 B.1.637.1 AZ.1 B.1.575.1 AZ.2 B.1.575.2 AZ.4 C.37.1 AZ.2.1 AZ.5 XA B.1.177.67 B.1.177.47 V.2 B.1.177.43 B.1.1.251 M.3 B.1.429 B.1.348 B.1.362.2 B.1.362.1 B.1.367 G.1 B.1.177.34 B.1.177.18 B.1.177.11 B.1.177.83 AM.4 W.4 W.1 B.1.177.56 B.1.177.55 B.1.177.77 B.1.177.59 B.1.177.7 B.1.177.48 B.1.177.8 B.1.177.60 B.1.177.65 AM.1 AM.2 V.1 C.23 B.1.177.28 B.1.616 B.1.562 B.1.160 B.1.36.31 B.1.438.2 B.1.619 AK.1 B.1.1.434 P.6 AH.3 C.17 AQ.1 C.1.1 C.16 C.9 C.5 C.39 C.18 AD.2 B.1.1.351 B.1.1.483 L.3 AC.1 B.1.177.25 B.1.177.76 Y.1 AD.1 B.1.177.57 B.1.177.6 B.1.177.80 B.1.177.5 B.1.177.58 Z.1 AU.3 B.1.221.1 AK.2 P.2 AD.2.1 B.1.1.525 B.1.177.81 B.1.1.486 B.1.617.2 B.1.630 B.1.588 B.1.258.16 B.1.177.15 B.1.177.36 B.1.177.42 B.1.177.12 B.1.177.40 B.1.177.73 B.1.177.54 B.1.177.4 B.1.177.87 B.1.177.82 AU.1 B.1.36.25 B.1.36.2 B.1.36.9 C.31 C.30 B.1.1.375 C.19 B.1.1.420 AT.1 B.1.1.303 M.1 B.1.617 B.1.369.1 B.1.409 B.1.177.46 AA.1 B.1.177.44 B.1.177.38 B.1.177.41 B.1.177.35 B.1.177.23 B.1.177.84 AY.9.2 AY.74 BA.2.54 AY.39.3 AY.7 AY.22 AY.25.1 AY.21 AY.100 AY.99.1 AY.116.1 AY.34 AY.112.2 AY.128 AY.108 AY.39.1.1 P.1.10.1 AY.39.1.2 AY.46.3 AY.4.4 AY.5.6 AY.120.2 XBC.2 XBC.1.5 XBC.1.7 BA.2.72 BA.2.8 BA.2.41 AY.122.1 P.1.17.1 BA.2.50 BA.2.4 AY.4.9 AY.5.4 AY.5.2 AY.5.1 AY.5.5 AY.120.1 AY.91 Q.7 XBC.1.2 XBC.1.3 BA.2.56 BA.2.5 P.1.2 BA.2.65 BA.2.58 BA.2.27 BA.2.10 BA.2.3 BA.2.24 BA.2.23 BA.2.31 BA.2.1 BA.2.29 P.1.9 BA.2.30 BA.2.63 AY.73 AY.101 BA.2.25 BA.2.51 BA.2.6 BA.2.7 BA.2.9 BA.2.36 BA.2.69 AY.122.4 AY.122.2 AY.36 AY.131 AY.99.2 BA.2.71 AY.102.2 AY.102.1 AY.39.2 AY.39.1.3 AY.4.8 AY.4.12 AY.4.13 AY.4.2 XBC.1.2.1 XBC.1.4 BA.2.56.1 BA.2.52 BA.2.34 BA.2.62 BA.2.73 BA.2.40 BA.2.28 BA.2.11 BA.2.33 BA.2.61 BA.2.10.3 BA.2.10.1 BA.2.85 BA.2.37 BA.2.17 BA.2.68 BA.2.12 BA.2.14 BA.2.57 BA.2.38 BA.2.64 BA.2.18 BA.2.16 BA.2.87 BA.2.32 BA.2.26 BA.2.67 BA.2.55 BA.2.31.1 AY.4.11 AY.4.5 AY.46.5 AY.116 AY.9.2.1 AY.9.2.2 AY.122 AY.44 AY.79 AY.98 AY.103 AY.127 AY.43 AY.111 AY.106 AY.126 AY.68 AY.118 AY.42 AY.1 AY.112 AY.110 AY.6 AY.119 AY.3 AY.39 AY.46 AY.4 AY.24.1 P.1.11 AY.130 P.1.4 AY.2 AY.75.2 AY.60 AY.10 XCU BA.3.1 AY.75.3 AY.64 B.1.177.31 Q.3 P.1.12 P.1.7 P.1.15 P.1.16 P.1.10 P.1.1 AY.63 Q.5 Q.4 XBC P.1.3 P.1.17 P.1.7.1 P.1.13 AY.5 AY.120 AY.82 AY.87 AY.102 AY.46.1 AY.46.4 AY.46.6 AY.46.2 AY.4.3 AY.129 Q.8 P.1.10.2 AY.133 AY.86 AY.23 Q.6 AY.93 AY.95 AY.32 AY.99 AY.123 AY.112.1 AY.29.1 AY.119.2 AY.121 AY.109 AY.39.1 AY.29 AY.92 AY.125 AY.107 XBC.1 BA.2 P.1.6 P.1.5 AY.83 AY.45 AY.81 AY.80 AY.94 AY.88 AY.84 AY.20 AY.77 AY.76 AY.90 AY.78 AY.25 AY.117 AY.105 AY.124 AY.113 AY.104 AY.33 B.1
