	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0988.tsv
summarized	[('Omicron', 0.9918681554116147)]
lineages	BE.7 BA.5 BA.4.1.8 BQ.1.1.10 BQ.1.1.46
abundances	0.80459827 0.10562721 0.04447226 0.02207342 0.01509700
resid	11.313342338148974
coverage	99.32448249339531
