	../variants/ENV-COV-22-170.tsv
summarized	[('Omicron', 0.9999997661222515), ('Other', 5.900291481127604e-07)]
lineages	BA.4.2 BA.4.1.6 BA.4.1.5 BA.4.1 BA.4 BA.4.6.4 DE.1 BA.4.1.2 BA.5.1.10 AQ.1 B.1.36.25
abundances	0.19994099 0.19994099 0.19994099 0.19994099 0.19994099 0.00009594 0.00008939 0.00008793 0.00002155 0.00000048 0.00000011
resid	0.4281756878075046
coverage	35.51148714175835
