	ENV-COV-24-1799_S11.tsv
summarized	[('LB.1* (LB.1.X)', 0.44076229582448967), ('BA.2.86* (BA.2.86.X)', 0.43184862874581015), ('KP.2* (KP.2.X)', 0.12738889747507506), ('Other', 1.1756810108499383e-07)]
lineages	LB.1.3 JN.1.45 KP.2 LF.6 JN.1.25.1 KP.2.15 JN.2.5 JN.1.63 B.1.1.109
abundances	0.44076230 0.42917851 0.12682584 0.00165014 0.00062144 0.00056306 0.00029212 0.00010641 0.00000012
resid	12.342872439306568
coverage	92.25495769655218
