	ENV_COV_24_1950_S70.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.6316528260680574), ('Other', 0.23085473044970647), ('JN.1.18* (JN.1.18.X)', 0.12751080458369876), ('BA.2.86* (BA.2.86.X)', 0.009981444025917777)]
lineages	MC.11 LQ.3 MC.13 MC.27 MC.24 MC.12 KP.3.1.1 MC.15 MC.19.1 MC.4 MC.13.2 MC.13.3 MC.9 MC.1 MC.19 JN.1.9.1 JN.1.48.3 LF.5 LB.1.10 MC.28 JN.13.1 JN.13 JN.1.63 NS.2 JN.5 JN.1.46 MC.10 JN.1.1.8 XDR NM.1 MU.2 MU.2.1 JN.1.30.1 KU.2 KU.1 JN.1.30 MC.21 MC.21.1 JN.2.5 JN.2.1 JN.2.3 JN.2
abundances	0.36314700 0.12751080 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.03834072 0.00813005 0.00053996 0.00027043 0.00022075 0.00017082 0.00016518 0.00016518 0.00015399 0.00015274 0.00012740 0.00012224 0.00012077 0.00009686 0.00007496 0.00004879 0.00004817 0.00004817 0.00003801 0.00003801 0.00003801 0.00003801 0.00002299 0.00002299 0.00001453 0.00001453 0.00001453 0.00001453
resid	2.9152052610865935
coverage	61.67608601143698
