	ENV-COV-24-1784_S2.tsv
summarized	[('KP.3* (KP.3.X)', 0.9998579999883399), ('Other', 0.0001419986860196176)]
lineages	KP.3.4 KP.4.2.4
abundances	0.99985800 0.00014200
resid	1.0681481245475661
coverage	33.397986824064475
