	../variants/ENV-NIC-23-0279.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.9991903745866393), ('Other', 0.0002337702863010442), ('XBB* (XBB.X)', 0.00021962477472058347), ('XBB.2.3* (XBB.2.3.X)', 0.00013917804641354993), ('Omicron', 8.219990644020889e-05), ('EG.5* [Omicron (EG.5.X)]', 5.796897946185641e-05), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 4.071489889261824e-05), ('CH.1.1* [Omicron (CH.1.1.X)]', 3.618978096640056e-05)]
lineages	XBB.1.5.83 HR.1 FT.3.1 XCH XBB.2.3.21 XBB.1.5.109 AP.1 XBB.2.6.2 GW.1 XK XBB.1.25 GA.9 FD.4.1 FU.2.1 XAW GE.1.5 FK.1.5 XBB.1.5.95 HS.1 XBV B.1.1.196 XJ GA.2.1.1 HV.1.6 EK.2.1 EK.2 GB.2 HV.1.1 HV.1.2 GS.5 BA.4.1.11 HK.3.11 GS.7.1 CH.1.1.2
abundances	0.99867828 0.00015896 0.00011692 0.00008511 0.00008200 0.00007889 0.00005628 0.00005518 0.00005095 0.00005022 0.00004811 0.00004709 0.00004651 0.00004071 0.00003680 0.00003463 0.00003241 0.00003080 0.00003080 0.00002821 0.00002738 0.00001837 0.00001831 0.00001745 0.00001666 0.00001666 0.00001590 0.00001582 0.00001582 0.00001578 0.00001361 0.00000888 0.00000676 0.00000377
resid	5.462843283791235
coverage	51.21225295120891
