	ENV_COV_24_1970_S3.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5337055163154264), ('Other', 0.46615193637731245), ('KP.2* (KP.2.X)', 0.00014307460497751433), ('JN.1.7* (JN.1.7.X)', 1.1276707057016119e-07)]
lineages	KP.5 KP.2.2.2 MU.3 MU.4 JN.1.66 MU.2 KP.4.1.2 LP.11 KP.2.11 MU.1 MC.26.1 NH.4 KP.2.23 B.1.36.37 LP.10.1 LP.7 JN.1.7.6
abundances	0.53326111 0.25082378 0.21418803 0.00070224 0.00020683 0.00019735 0.00015188 0.00011754 0.00009650 0.00008570 0.00007206 0.00004994 0.00004658 0.00000066 0.00000017 0.00000017 0.00000011
resid	2.6717212227301785
coverage	58.7533023442464
