	ENV_COV_24_1838_S39.tsv
summarized	[('Other', 0.4068211895548065), ('KP.3* (KP.3.X)', 0.22762862680487805), ('BA.2.86* (BA.2.86.X)', 0.20366080091454172), ('Omicron', 0.111165808018394), ('KP.3.1.1* (KP.3.1.1.X)', 0.037645536005575506), ('KP.2* (KP.2.X)', 0.012317029558412032), ('JN.1.18* (JN.1.18.X)', 0.0005882433026334565), ('LB.1* (LB.1.X)', 0.0001722324924571275)]
lineages	LB.1.3.4 KP.3.4 JN.1.16.1 XEE MC.15 KP.2 KP.2.3.8 LF.7.5 KP.3.1.8 JN.1.1.5 JN.1.18.6 KP.2.10 LR.1 BA.2.86.7 KP.2.15.1 KP.3.1.4 LP.7 LU.2.1 MC.28 LF.7.2 MU.1.1 MC.13 LB.1.4.1 LF.7.3 KP.4.2.5 MC.9 KR.4 MA.1 EB.1 KR.1.4 KR.1
abundances	0.40384600 0.22667300 0.20149111 0.11116565 0.03735885 0.01152724 0.00140224 0.00070621 0.00063937 0.00062213 0.00049171 0.00047234 0.00040169 0.00035884 0.00031745 0.00031625 0.00030321 0.00027056 0.00026433 0.00024931 0.00018533 0.00017963 0.00017223 0.00016756 0.00011374 0.00010706 0.00009948 0.00009653 0.00000016 0.00000013 0.00000013
resid	9.640481095758325
coverage	96.05056348861318
