	../variants/ENV-NIC-22-0486.tsv
summarized	[('Omicron', 0.9994211021166213), ('Other', 0.00042146061021871743), ('XBB.2.3* (XBB.2.3.X)', 0.00010056875592680695), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 5.6649930672551157e-05), ('BA.2.86* (BA.2.86.X)', 1.3515585154679827e-07), ('Delta', 1.0807034825727916e-07)]
lineages	BA.5.2.4 BA.5.2.23 BA.2.19 B.1.601 BA.5.2.5 XBB.2.3.17 BA.2.3.18 B.1.363 BF.10.1 BF.10 BF.36 BF.14 B.1.575.1 B.1.575 CL.1.3 CL.1.2 EG.9 EG.9.1 BA.5.2.35 BA.5.2.14 B.1.1.382 B.1.1.34 JN.2.4 AY.4.6
abundances	0.49917044 0.49917044 0.00053588 0.00026613 0.00011453 0.00010057 0.00009694 0.00007719 0.00007403 0.00007403 0.00006540 0.00006048 0.00003881 0.00003881 0.00002902 0.00002902 0.00002832 0.00002832 0.00000045 0.00000045 0.00000026 0.00000026 0.00000014 0.00000011
resid	4.646144172978493
coverage	31.174129685984685
