	ENV_COV_24_1932_S60.tsv
summarized	[('Other', 0.9978622396217395), ('BA.2.86* (BA.2.86.X)', 0.0014036665077771344), ('KP.2* (KP.2.X)', 0.0006477045596793305), ('KP.3.1.1* (KP.3.1.1.X)', 8.638522321341019e-05)]
lineages	LB.1.3.4 KP.5 KP.2.3.8 LP.4 NH.2 NH.1 KP.2.9 KP.2.15 KP.2.15.1 KP.2.25 MC.11 MC.28 KP.2.3.6 XEK
abundances	0.99602100 0.00095369 0.00072692 0.00044998 0.00042808 0.00042797 0.00023268 0.00019248 0.00015010 0.00010418 0.00008639 0.00008512 0.00007244 0.00006897
resid	6.731413054896651
coverage	92.73651473096345
