	ENV-COV-24-1813_S23.tsv
summarized	[('Other', 0.28189496919842877), ('LB.1* (LB.1.X)', 0.27660446177988), ('BA.2.86* (BA.2.86.X)', 0.22650666027005203), ('KP.3* (KP.3.X)', 0.21438829031202283), ('KP.2* (KP.2.X)', 0.0003261299384498962), ('JN.1.18* (JN.1.18.X)', 0.00027940790672993735)]
lineages	LB.1.3.4 MH.1 JN.1.4.3 KP.3 LB.1 KP.3.5 JN.1.32.1 KP.1.2 KP.3.3.3 LW.1.1 KP.2.3.6 LY.2 JN.1.67.1 XDK.1.2
abundances	0.28178700 0.16129498 0.13248899 0.13119758 0.11530948 0.08235288 0.05223221 0.04166669 0.00044797 0.00038986 0.00032613 0.00027941 0.00011877 0.00010797
resid	12.018937730259024
coverage	96.51539979266295
