	ENV-COV-24-1724_S39.tsv
summarized	[('KP.3* (KP.3.X)', 0.9997114713291788), ('Other', 0.00013993791645070642), ('JN.1.18* (JN.1.18.X)', 0.00011173198507633702), ('BA.2.86* (BA.2.86.X)', 3.685889868701905e-05)]
lineages	KP.3.4 KP.3.4.1 MJ.1.1 LH.2 LW.1.2 LR.3
abundances	0.99948184 0.00015216 0.00013994 0.00011173 0.00007747 0.00003686
resid	11.633368944941541
coverage	87.37584857706585
