	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0919.tsv
summarized	[('Omicron', 0.9957222491079117)]
lineages	BE.8 BQ.1.1.64 BE.7 XAS BA.5.11 BA.5
abundances	0.31530988 0.20049624 0.17238600 0.14499009 0.12883907 0.03370097
resid	11.75985571066221
coverage	97.47182556934087
