	ENV-COV-24-1763_S63.tsv
summarized	[('Other', 0.9961457554156232), ('BA.2.86* (BA.2.86.X)', 0.0026600677477004353), ('LB.1* (LB.1.X)', 0.0009240549750071067), ('JN.1.18* (JN.1.18.X)', 0.0002701209811585663)]
lineages	LB.1.3.4 MD.1.1 LB.1.7.2 LB.1.7.1 JN.1.63 JN.1.63.1 MD.2 LF.8 LZ.1 JN.7 LH.2 JN.11.1 JN.1.4.8 JN.2.1 JN.2.3 JN.2 JN.2.5 JN.1.18.4
abundances	0.99614576 0.00134680 0.00066357 0.00026048 0.00023316 0.00023316 0.00018699 0.00017982 0.00016734 0.00012225 0.00010160 0.00010050 0.00005413 0.00005081 0.00005081 0.00005081 0.00005081 0.00000119
resid	2.582668309381044
coverage	45.62418486439488
