	ENV_COV_24_2047_S33.tsv
summarized	[('KP.3* (KP.3.X)', 0.6948650049110373), ('KP.3.1.1* (KP.3.1.1.X)', 0.16361329515976844), ('BA.2.86* (BA.2.86.X)', 0.08488304122127481), ('Other', 0.05621917710873616), ('KP.2* (KP.2.X)', 0.0004199117843672266), ('XBB* (XBB.X)', 2.509867593426643e-07), ('Omicron', 1.0626125049678499e-07)]
lineages	KP.3.4 KP.3.6 JN.1.11.1 KP.3 KP.3.1.9 MC.15 KP.3.1 KP.3.1.6 KP.3.1.8 MK.1 KP.3.1.1 MC.8 MC.12 MC.4 MC.27 MC.11 KP.3.2.4 KP.3.2.2 MK.2 KP.3.4.1 MC.26 KP.2.3.10 KP.2.3.9 KP.2.3 MC.20 MC.10 XDR MC.9 KP.2.11 MU.1.1 MC.21 KP.2.3.14 XDD.1.1 LW.1 LW.1.2 LW.1.1 KP.3.2.3 MC.13 MC.13.2 XDR.1.1 JN.1.27 KP.2.3.5 B.4.1 XBB.2.9 BF.31.1 B.1.1.93
abundances	0.39421473 0.08484378 0.08484378 0.08484378 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.02719867 0.01860700 0.00160256 0.00113121 0.00065928 0.00042373 0.00031976 0.00031976 0.00031976 0.00026313 0.00025381 0.00015208 0.00012744 0.00009703 0.00007842 0.00006237 0.00006200 0.00006038 0.00004200 0.00004200 0.00004200 0.00004200 0.00004003 0.00004003 0.00003945 0.00003926 0.00000312 0.00000064 0.00000025 0.00000011 0.00000010
resid	3.616292839983235
coverage	65.11721231983412
