	ENV_COV_24_1890_S61.tsv
summarized	[('LB.1* (LB.1.X)', 0.7911892902062817), ('Other', 0.20495858513201812), ('BA.2.86* (BA.2.86.X)', 0.0025729915779512656), ('KP.2* (KP.2.X)', 0.0012791265918008414)]
lineages	LB.1.3.2 MH.1 LB.1.3.4 LB.1.3 LB.1.3.3 XEK.4 XEK.2 XEK JQ.2.1.1 XDK.4.1 MW.1 LB.1.4.3 LV.2 KP.2.15.1 LP.6 JN.1.55.1 LR.1 KP.2.20.1 KP.2.20 KP.2.9 MC.10.2 XDD.3 MJ.1 MJ.1.1 KP.4.2.3 XDZ MG.2 NS.2 LP.3 XDK.2 JN.1.65.1 MF.2 KP.2.23 XDR XDR.1 XDR.1.2
abundances	0.19770615 0.19770615 0.19770615 0.19770615 0.19770615 0.00157879 0.00157879 0.00157879 0.00145547 0.00145547 0.00045558 0.00036470 0.00024608 0.00023425 0.00022795 0.00022528 0.00021409 0.00019357 0.00019357 0.00016828 0.00016560 0.00015427 0.00015156 0.00015156 0.00013599 0.00012031 0.00009400 0.00007452 0.00006412 0.00005971 0.00004021 0.00004021 0.00003387 0.00000423 0.00000423 0.00000423
resid	1.3974275100281441
coverage	19.178677724643013
