	ENV_COV_24_2100_S19.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5507334364065876), ('Other', 0.3554849996239873), ('KP.3* (KP.3.X)', 0.09369529924910591), ('LB.1* (LB.1.X)', 8.625892269196932e-05)]
lineages	LB.1.3.4 JN.1.48.1 KR.3 JN.1.1.5 KP.3.3.4 KP.3.3.3 JN.1.48 KR.5 XDR BA.2.86.3 JN.1.54.1 LB.1.3.3
abundances	0.35521200 0.27012400 0.12663064 0.12663054 0.04684765 0.04684765 0.02600985 0.00083682 0.00027300 0.00026400 0.00023759 0.00008626
resid	6.977524559802429
coverage	74.53098351335986
