	ENV-COV-24-1800_S12.tsv
summarized	[('Other', 0.4733032694835273), ('KP.3* (KP.3.X)', 0.25874399568133094), ('BA.2.86* (BA.2.86.X)', 0.2531142188912934), ('KP.3.1.1* (KP.3.1.1.X)', 0.014658743122650728), ('KP.2* (KP.2.X)', 0.00017956492056747048), ('XBB* (XBB.X)', 1.3786208622862522e-07), ('Omicron', 1.2109047548264542e-07), ('Delta', 1.204586884615612e-07)]
lineages	LB.1.3.4 KP.3.4 JN.1.48.3 MC.19 LF.9 JN.1.1.6 KP.2.3.8 KR.1 KR.4.1 MC.1 MC.12 MC.13 KU.2 MC.28 KP.2.11 JN.1.51.1 MC.6 MC.20 LV.2 MC.22 JN.1.4.8 XDR XBB.1.12 B.1.1.185 BF.36 AY.39.1.3 KP.2.25
abundances	0.34110200 0.25874400 0.09703600 0.08754218 0.05720342 0.05467007 0.04404944 0.02827983 0.01527489 0.01337291 0.00084602 0.00026954 0.00023233 0.00021968 0.00017956 0.00017418 0.00017027 0.00016858 0.00015296 0.00015072 0.00009054 0.00007042 0.00000014 0.00000013 0.00000012 0.00000012 0.00000011
resid	9.298004693905472
coverage	95.38842256629769
