	ENV_COV_24_2039_S32.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9993845308202648), ('Other', 0.00038905812740194404), ('KP.3* (KP.3.X)', 0.00016091516052655277), ('Omicron', 5.492670701880081e-05), ('KP.2* (KP.2.X)', 1.0582789789103315e-05)]
lineages	JN.1.11 KU.2.2 LR.3 BA.2.86.5 XEL JN.1.2.1 JN.1.5 KP.2.3.13 KP.3.3.1 JN.1.57.1 LW.1.2 BS.1.1 MU.1.1 B.1.615 JN.1.39.1 XDR JN.2.3 JN.2.5 JN.2 KP.2.3.5
abundances	0.99838723 0.00019704 0.00016526 0.00016448 0.00014860 0.00014613 0.00014513 0.00010765 0.00008392 0.00007774 0.00007700 0.00005493 0.00005491 0.00005371 0.00004156 0.00002419 0.00001999 0.00001999 0.00001999 0.00001058
resid	8.5309386089381
coverage	43.5173728388456
