	../variants/ENV-COV-23-93.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.8694864575902707), ('XBB* (XBB.X)', 0.12989013007719097), ('Other', 0.000279246219268456), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.0001934384312244871), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 7.625652229700112e-05), ('Gamma', 4.94819701855404e-05), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 2.4979072771187607e-05)]
lineages	XBB.1.5.83 XBB.1.5.25 XBB.1.5.81 XBB.1.22 XBB.1.5.107 XBB.1.5.79 XBB.1.5.106 XBB.1.5.76 GU.1 XBB.1.5.61 XBB.1.5.46 HY.1 XBB.1.5.77 XBB.1.5.48 JB.2.1 XBB.1.5.33 XBB.1.5.47 FY.6.2 GN.4 XBB.1.5.27 XBB.1.5.49 XBB.1.5.98 XBB.1.5.84 FD.5.1 XBB.1.5.94 XBB.1.5.56 FZ.2 XBB.1.5.20 XBW EU.1.1.1 XBB.1.5.55 XBB.1.31.2 HS.1 XCS XBB.1.5.96 XBB.1.5.67 XBB.1.5.52 HU.2 XBB.1.5.87 EG.2.3 GA.8.1 FP.3 XBB.1.5.35 FL.4.6 XBB.1.5.65 XBB.1.25 XBB.1.5.19 XBB.1.33 FD.4 GH.1 FY.5.4 XBB.1.5.91 XBB.1.5.93 FL.28 XBB.1.5.5 HZ.2 B.1.627 XBB.1.5.37 JD.1.2.1 XBB.2.6 XBB.1.9.7 FL.1.7 P.1.7.1 XBB.1.5.45 HC.4 FY.9 GN.5 HR.1.1 XBB.1.5.8 HP.1 XBB.1.45.1 XBB.1.5.74 XBB.1.24.2 XBB.2.12 FD.4.1 XBB.1.9.6 EU.1 XBB.1.16.27 AP.1 AZ.4 XBB.1.5.26 HR.1
abundances	0.40198261 0.25558300 0.20693591 0.12888362 0.00034096 0.00022166 0.00019654 0.00018829 0.00015891 0.00015589 0.00015553 0.00014821 0.00014621 0.00013674 0.00013674 0.00013539 0.00013483 0.00012855 0.00012534 0.00012486 0.00012140 0.00011717 0.00011446 0.00011431 0.00010637 0.00010576 0.00010366 0.00009328 0.00008772 0.00008766 0.00008744 0.00008623 0.00008581 0.00008497 0.00008451 0.00008201 0.00008116 0.00008007 0.00007747 0.00007626 0.00007622 0.00007284 0.00007257 0.00007256 0.00006847 0.00006840 0.00006561 0.00006547 0.00006530 0.00006523 0.00006498 0.00006495 0.00006406 0.00006390 0.00006382 0.00006174 0.00005968 0.00005920 0.00005878 0.00005876 0.00005765 0.00005697 0.00004948 0.00004827 0.00004657 0.00004338 0.00004034 0.00003868 0.00003799 0.00003786 0.00003770 0.00003755 0.00003569 0.00003557 0.00003077 0.00002977 0.00002574 0.00002498 0.00002452 0.00002235 0.00001586 0.00001222
resid	7.539063378374398
coverage	97.17419656890613
