	../variants/ENV-NIC-23-0193.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.997593060555326), ('XBB* (XBB.X)', 0.0012520148616670152), ('Other', 0.00037592443011417667), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.0003469271664036815), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.0001763460844973247), ('Omicron', 0.000100872812741284), ('XBB.2.3* (XBB.2.3.X)', 9.156493050304378e-05), ('Alpha', 4.568535819365301e-05), ('A', 1.7611829841141822e-05)]
lineages	XBB.1.5.81 XBB.1.5.28 HS.1 FP.3 XBB.1.42.1 XBB.1.27 HF.1.2 XBB.1.5.87 FT.3.1.1 KM.1 FL.35.1 XBY XBB.1.33 GV.1 EK.2.1 FL.1.7 FY.5.5.1 JD.1.2.1 JC.2 FL.20.2 KT.1.2 HN.4.1 FY.2.1 GA.6.1 B.1.258.22 KJ.1 FZ.1.1 JB.2 XBB.1.5.71 GN.1.3 XBB.1.45.1 XBB.1.47.1 FL.15.2 GB.1 BA.2.10.4 XBC.2 GK.6 GA.10.1 Q.2 JE.1.1 XCK B.1.177.27 XCN JB.2.1 BE.9 FL.38 XBB.1.14.1 GG.1 HE.1 JW.1.1 BA.4.1.11 B.1.258.23 B.1.617.3 GB.2 A.30 B.1.636 JC.1 B.1.638 HP.1.1 XDH B.1.1.318 CY.2 Q.5 B.1.634 XBB.1.5.89 B.1.258.9 XBC.1.1.1 GA.4.1.3
abundances	0.33223408 0.33223408 0.33223408 0.00033300 0.00020514 0.00017584 0.00012600 0.00011842 0.00010115 0.00009265 0.00009196 0.00008728 0.00008726 0.00007691 0.00007139 0.00006879 0.00006139 0.00005707 0.00005702 0.00005684 0.00005660 0.00005631 0.00005543 0.00005508 0.00005172 0.00005034 0.00005021 0.00004956 0.00004765 0.00004555 0.00004516 0.00004486 0.00004411 0.00004334 0.00004220 0.00004118 0.00003990 0.00003939 0.00003913 0.00003497 0.00003103 0.00003086 0.00003011 0.00002966 0.00002950 0.00002892 0.00002805 0.00002764 0.00002426 0.00002267 0.00002212 0.00002165 0.00001911 0.00001878 0.00001761 0.00001751 0.00001697 0.00001605 0.00001529 0.00001180 0.00000732 0.00000705 0.00000656 0.00000572 0.00000565 0.00000251 0.00000207 0.00000048
resid	4.944143027479214
coverage	46.199377988830555
