	ENV-COV-24-1741_S50.tsv
summarized	[('KP.3* (KP.3.X)', 0.5380119857073357), ('Other', 0.2526824487680208), ('BA.2.86* (BA.2.86.X)', 0.15002212139792512), ('LB.1* (LB.1.X)', 0.05910400376209663), ('KP.2* (KP.2.X)', 0.00017943855605169153)]
lineages	KP.3.4 LB.1.3.4 LD.1 MH.1 JN.1.48.3 KP.2.3.6 KP.2.3.8
abundances	0.53801199 0.25252500 0.09165912 0.05910400 0.05836300 0.00017944 0.00015745
resid	9.515297686832247
coverage	95.74290204996154
