	../variants/ENV-NIC-23-0501.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.8257099999776562), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.170797352991586), ('XBB* (XBB.X)', 0.0029361040711367984), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.00039154299758080836), ('Other', 0.00016500002731393155)]
lineages	JB.2.1 XBB.1.5.96 FL.2.7 XBB.1.5.53 JB.2 FL.35 FL.35.1 XBB.1.22 XBB.1.5.49 XBB.1.5.42 JC.6 EG.13 XBB.1.5.76 XBB.1.26 EL.1 FY.2 XBB.1.5.60 XBB.1.5.39 XBB.1.5.5 XBB.1.5.61 XBB.1.5.19 FL.27 FL.39 XBB.1.9.5 FL.17 HT.2 XBB.1.5.106 XBB.1.5.55 GV.1 XBB.1.5.80 FL.40 XBB.1.5.27 FL.10.2 B.1.1.207 GN.1.1 HP.1 FL.2.1 HP.1.1 B.1.1.344 FL.23 FD.5 XBB.1.5.15 P.7 GN.4
abundances	0.53760300 0.16289626 0.14762626 0.07119568 0.05011632 0.01157929 0.01080876 0.00182114 0.00074511 0.00057132 0.00045147 0.00039154 0.00031017 0.00027071 0.00027038 0.00023669 0.00022070 0.00020125 0.00019896 0.00019242 0.00018338 0.00017400 0.00015939 0.00015610 0.00014510 0.00014378 0.00013245 0.00012583 0.00011689 0.00009750 0.00009409 0.00008570 0.00008543 0.00007404 0.00007120 0.00007004 0.00006574 0.00006239 0.00005947 0.00005929 0.00003722 0.00003722 0.00003149 0.00002480
resid	8.537289600935413
coverage	93.65281075477377
