	../variants/ENV-NIC-23-0400.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.5667333932738289), ('Omicron', 0.432524334542998), ('XBB* (XBB.X)', 0.0004087256699795528), ('Other', 0.0003335248633337978)]
lineages	BA.1 BA.1.5 XBB.1.5.56 XBB.1.5.48 XBB.1.5.37 XBB.1.5.32 XBB.1.5.6 XM BA.1.1.5 XBB.1.5.76 BA.1.14.2 XBB.1.5.61 XBB.1.5.106 XBB.1.5.83 XBB.1.5.25 BA.1.1.14 XBB.1.5.9 XBB.1.43.1 XK XBB.1.5.39 HT.2 JD.1.1.4 XBB.1.5.108 BA.1.21.1 B.1.1.258 XBF.6 GB.1 FY.2.1 XBB.1.5.65 B.1.402 XBB.1.5.8 XBB.1.5.57 GN.1.1 EK.3 BA.1.6 B.1.1.524 EK.2 HD.1 B.1.416 XBB.1.24.2 XBB.1.34 B.1.1.529 BA.1.18 XBB.1.5.87 FD.3 XBB.1.5.49 FY.5.5
abundances	0.21415780 0.21415780 0.14026646 0.14026646 0.14026646 0.14026646 0.00284495 0.00226573 0.00081367 0.00038976 0.00034947 0.00023502 0.00023127 0.00020610 0.00020475 0.00018857 0.00018433 0.00017937 0.00016880 0.00015845 0.00014795 0.00014646 0.00013785 0.00012244 0.00011761 0.00011586 0.00011058 0.00010079 0.00009834 0.00008609 0.00008349 0.00008348 0.00008347 0.00007125 0.00006957 0.00006891 0.00006619 0.00006540 0.00006091 0.00006048 0.00005834 0.00005747 0.00005715 0.00004692 0.00004297 0.00002857 0.00000975
resid	24.55702472078852
coverage	90.0177239741832
