	ENV_COV_24_1852_S44.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.999999969371253)]
lineages	JN.1.48.3
abundances	0.99999997
resid	7.929204526461811
coverage	91.23499314450055
