	../variants/ENV-NIC-22-0503.tsv
summarized	[('Delta', 0.9997149089693786), ('Other', 0.0002211441975418239), ('A', 6.394680148791454e-05)]
lineages	B.1.617.2 AY.33 AY.116 AY.3 AY.92 AY.1 AY.46.4 AY.126 AY.95 AY.88 AY.46 AY.106 AY.111 AY.103 AY.46.1 AY.32 AY.118 AY.102 AY.74 AY.4.10 AY.3.4 AY.5.6 AY.34.2 AY.39.1.2 AE.6 A.21 AY.129 AY.77 AY.112.2 AY.29.1 AY.29 AY.8 B.1.177.52 AY.101 B.1.634 B.43 AY.93 AY.5.4 AY.105 AY.100
abundances	0.37878247 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.04756794 0.00038873 0.00033894 0.00023593 0.00023527 0.00021195 0.00013029 0.00012830 0.00012526 0.00011820 0.00011249 0.00008478 0.00006395 0.00006363 0.00006152 0.00006094 0.00005401 0.00005401 0.00005026 0.00005018 0.00004884 0.00004356 0.00004263 0.00003918 0.00003871 0.00003742 0.00001539
resid	9.319421204145126
coverage	66.67224024345383
