	ENV-COV-24-1742_S51.tsv
summarized	[('Other', 0.48210688414999453), ('LB.1* (LB.1.X)', 0.40719299682129345), ('BA.2.86* (BA.2.86.X)', 0.10338002662238444), ('KP.3* (KP.3.X)', 0.0069603098721464345), ('KP.2* (KP.2.X)', 0.00025990096531589035), ('KP.3.1.1* (KP.3.1.1.X)', 9.979033809006269e-05)]
lineages	MD.3.1.1 LB.1.3 JN.1.48.3 MD.3.1 LB.1.3.4 KP.3.4 LB.1 JN.1.4.4 LF.2 LR.1 JN.1.48.1 JN.1.31 MU.4 LB.1.2.1 KP.1.1.2 LB.1.3.3 JN.1.47.1 KP.2.15 KP.2.3.9 MC.3 KP.2.3.5 JN.1.49.1 LP.10.1 KP.4.2.3 KP.4.2 KP.2.3.6 LP.7 LB.1.2 KP.4.2.1 KQ.1 LD.1
abundances	0.46257800 0.40052592 0.06969590 0.03214000 0.01912300 0.00696031 0.00634722 0.00025988 0.00021787 0.00020963 0.00018320 0.00016863 0.00016818 0.00014489 0.00013652 0.00013508 0.00012930 0.00012820 0.00012425 0.00009979 0.00008583 0.00008222 0.00006852 0.00006204 0.00004801 0.00004587 0.00004493 0.00003989 0.00002055 0.00001356 0.00001273
resid	9.081972375532812
coverage	98.47841353710331
