	ENV_COV_24_2066_S3.tsv
summarized	[('LB.1* (LB.1.X)', 0.4460918057399922), ('KP.2* (KP.2.X)', 0.4033949982568205), ('Other', 0.06808093356072326), ('BA.2.86* (BA.2.86.X)', 0.04837719939352094), ('JN.1.18* (JN.1.18.X)', 0.03405499150655735)]
lineages	LB.1.3 KP.2.3 MC.19 MC.19.1 JN.1.16.1 JN.1.4.4 JN.1.18.5 JN.1.18 JN.1.18.3 JN.1.26 LF.9 LB.1.6 LA.1 LB.1.3.3 JN.1.4.8 LB.1.7.3 LB.1.3.2 JN.1.28 MC.21.1 JN.1.54.1 NL.4 JN.9 MC.28 JN.1.53 KP.4.1.3 LF.4 XET
abundances	0.44160521 0.40339500 0.03332578 0.03332578 0.01135166 0.01135166 0.01135166 0.01135166 0.01135166 0.01135166 0.00960338 0.00240964 0.00194553 0.00086505 0.00079051 0.00062539 0.00058651 0.00056915 0.00052632 0.00051840 0.00040519 0.00036900 0.00034518 0.00019131 0.00017224 0.00016268 0.00015269
resid	8.563987596512142
coverage	82.91141357054477
