	ENV_COV_24_1948_S69.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.6447180400120661), ('Other', 0.3549415797596075), ('Omicron', 0.00017260243740938917), ('KP.3* (KP.3.X)', 0.00016777447785678594)]
lineages	LB.1.3.4 JN.1.32.1 KP.5 JN.1.48.3 LW.1 LD.1 BA.2.22 KP.4.2.5 JN.2.2 JN.2.2.1 XAE
abundances	0.35483900 0.24688859 0.21857964 0.17896915 0.00016777 0.00013485 0.00012124 0.00010258 0.00007291 0.00007291 0.00005136
resid	11.84929908827899
coverage	94.25141290171555
