	ENV_COV_24_1863_S47.tsv
summarized	[('LB.1* (LB.1.X)', 0.9999999948435416)]
lineages	LB.1.3 LB.1
abundances	0.50000000 0.50000000
resid	7.0443736185821395
coverage	75.35029930107348
