	ENV-COV-24-1830_S33.tsv
summarized	[('Other', 0.7963812022848451), ('LB.1* (LB.1.X)', 0.08252946592679557), ('KP.3* (KP.3.X)', 0.07872728664426451), ('BA.2.86* (BA.2.86.X)', 0.041520108684783716), ('KP.2* (KP.2.X)', 0.0007667094735007856), ('Omicron', 7.575861449426269e-05), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 4.548593901767264e-07), ('BA.2.75* [Omicron (BA.2.75.X)]', 1.5835705117680602e-07), ('XBB.2.3* (XBB.2.3.X)', 1.5454525135412483e-07)]
lineages	LB.1.3.4 LB.1.3 KP.3 JN.1.11.1 KP.2.15 KP.2.3.9 LW.1.1 MP.1 KP.2.25.2 BA.5.2.4 KP.4.2.3 XDR BF.20 KP.4.2 GN.1 B.1.1.163 B.1.593 BL.2.1 JN.2.2.1 GE.1.4 DU.1
abundances	0.79603400 0.08252947 0.07852578 0.04135314 0.00076671 0.00025428 0.00020151 0.00011845 0.00006698 0.00006136 0.00004065 0.00002538 0.00001426 0.00000771 0.00000045 0.00000039 0.00000017 0.00000016 0.00000016 0.00000015 0.00000013
resid	7.9332916048137765
coverage	94.77644383506671
