	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0167.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.9997361719978483)]
lineages	JN.1.16 JN.1.1 JN.1 BA.2.86.1 JN.1.18
abundances	0.25647436 0.25647436 0.25647435 0.15339000 0.07692310
resid	10.358311834603173
coverage	85.06504364110624
