	ENV-COV-24-1802_S14.tsv
summarized	[('Other', 1.0000429578753087), ('Omicron', 2.368113167346589e-05), ('XBB* (XBB.X)', 6.423188840785462e-06), ('EG.5* [Omicron (EG.5.X)]', 5.727360740748919e-06), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 3.6352186353726973e-06), ('BA.2.75* [Omicron (BA.2.75.X)]', 3.539752659642574e-06), ('Delta', 2.8555515986127616e-06), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 1.8771380592833923e-06), ('XBB.2.3* (XBB.2.3.X)', 1.461209168579927e-06), ('JN.1.7* (JN.1.7.X)', 1.3669017161209828e-06), ('BA.2.86* (BA.2.86.X)', 9.744069902438535e-07), ('CH.1.1* [Omicron (CH.1.1.X)]', 8.954081698309455e-07), ('KP.3* (KP.3.X)', 4.1927038652692045e-07), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 3.7911169698805797e-07), ('Alpha', 1.651333325406388e-07), ('KP.3.1.1* (KP.3.1.1.X)', 1.5643343763526378e-07)]
lineages	LB.1.3.4 B.1.1.351 XAE BF.7.4.1 FP.1 HK.27 XDR LP.10 DS.1 BF.7.5.1 HT.1 XDZ B.1.267 B.1.177.4 MC.19.1 B.1.592 XBB.2.12 LK.1 HK.27.1 BA.2.9.5 B.1.431 B.1.1.224 BQ.1.8.2 BQ.1.8 KC.1 KC.1.1 XBF.1.1 DC.1 FB.2 B.1.625 AY.98.1.1 XS GN.1.4 AY.60 B.1.480 B.1.363 B.1.36.27 BF.22 BA.1.6 B.1.36.28 XDA.1 B.60 B.1.160.8 XAM CM.1 XBC.1.1 C.30.1 GM.1 B.1.346 CH.1.1.24 XCG B.1.1.326 B.1.1.330 B.15 BW.1.2 GS.4 BA.5.6.2 XDE B.1.274 AE.8 JN.2.5 HK.27.1.1 BM.5 AY.46.2 BA.2.38.2 B.1.298 GJ.2 HK.30 BA.2.3.8 B.1.428.2 B.1.9.5 AY.99.2 DN.1.1.1 BQ.1.1.52 GS.4.1 XBB.1.16.11 L.4 BA.2.10.4 BQ.1.1.17 LD.2 DV.2 GB.2 XDS KF.1 XDK.2 B.1.314 GP.3 B.1.1.100 DL.1 NT.1 MD.3.1.4 JN.1.50.2 GA.8.1 B.1.243.1 B.1.435 B.1.258.20 BA.2.12.2 EA.1 CA.6 AY.118 AY.3.3 LF.7.1.3 HK.14 LP.8.2.1 B.1.476 XT B.1.177.42 HQ.1 AY.16.1 BM.4 Q.4 XDR.1.2 HZ.3 HL.1 AY.112.2 FY.5.3 B.1.1.234 MC.9 BQ.1.25.1 JY.1.1 XCS LW.1.1 B.1.258.18 FL.1.5.2 BA.5.6 FL.2.7.1 AY.122.3 BQ.1.1.42 XDY AY.130 BG.4 DS.3 AY.33.1 JM.1 BQ.1.4 C.31 XBB.1.5.90 B.1.177.64 BF.32 GA.8 B.1.601 KA.1 B.1.500 KP.3.2.4 XDY.1 GK.3.2 B.1.1.113 HK.34.1 KP.3.2.3 XAY.1.1.3 BE.1.4.1 BA.5.1.35 XBA XL ME.1 HK.25 B.1.441 LJ.1 XBR BA.5.1.37 C.5 B.1.326 B.1.1.393 JN.1.51 NH.2 XEG B.1.499.1 XBB.1.5.41 JN.1.46 CH.1.1.16 B.1.411 FW.3 GS.6 BF.16 B.1.234 B.1.400.1 B.1.1.284 BQ.1.10 XZ W.1 B.1.221.3 B.1.221 BA.1.15.1 BA.1.15 LP.10.1 FR.1.1 HK.3.9 B.1.294 AY.5.2 B.18 DT.2 XBC.1.1.1
abundances	0.99999984 0.00001130 0.00000496 0.00000493 0.00000427 0.00000348 0.00000314 0.00000287 0.00000266 0.00000254 0.00000203 0.00000202 0.00000184 0.00000184 0.00000168 0.00000144 0.00000139 0.00000137 0.00000116 0.00000094 0.00000094 0.00000091 0.00000080 0.00000080 0.00000068 0.00000068 0.00000063 0.00000063 0.00000061 0.00000059 0.00000058 0.00000056 0.00000052 0.00000052 0.00000051 0.00000050 0.00000048 0.00000046 0.00000045 0.00000043 0.00000041 0.00000041 0.00000041 0.00000039 0.00000039 0.00000038 0.00000038 0.00000037 0.00000036 0.00000036 0.00000035 0.00000035 0.00000034 0.00000034 0.00000032 0.00000031 0.00000030 0.00000030 0.00000030 0.00000030 0.00000030 0.00000028 0.00000028 0.00000027 0.00000027 0.00000027 0.00000027 0.00000027 0.00000027 0.00000026 0.00000025 0.00000025 0.00000025 0.00000025 0.00000024 0.00000024 0.00000023 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000019 0.00000019 0.00000019 0.00000019 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010
resid	3.7207520745376472
coverage	51.75734876099388
