	../variants/QCMD_23_3_S20.tsv
summarized	[('Omicron', 0.37770897692005523), ('BA.2.86* (BA.2.86.X)', 0.14654282711105981), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.11093911207351363), ('XBB* (XBB.X)', 0.1099071203332949), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.06088751267290525), ('XBB.2.3* (XBB.2.3.X)', 0.04643962830984304), ('Other', 0.03715170264787447), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.03405572742721828), ('KP.3* (KP.3.X)', 0.017543859583718516), ('KP.2* (KP.2.X)', 0.01651186784349978), ('JN.1.18* (JN.1.18.X)', 0.012899896752734202), ('LB.1* (LB.1.X)', 0.011351909142406098), ('KP.3.1.1* (KP.3.1.1.X)', 0.01083591327229673), ('JN.1.7* (JN.1.7.X)', 0.007223942181531152)]
