	ENV-COV-24-1762_S62.tsv
summarized	[('LB.1* (LB.1.X)', 0.4752885191048211), ('Other', 0.25145863835477744), ('KP.3* (KP.3.X)', 0.16303139277164605), ('BA.2.86* (BA.2.86.X)', 0.07354653584017572), ('KP.2* (KP.2.X)', 0.03658284127549381), ('Omicron', 9.19990268490488e-05)]
lineages	LB.1.3 KP.3.4 LB.1.3.4 MH.1 LB.1.2 KP.2.3.13 MC.10.1 KP.1.2 KP.2.3.6 JN.1.32.1 KP.3.1 KP.3.1.8 LB.1.4 KP.2.15.1 LB.1.3.3 XDY.1 NJ.1 XBR KP.3.1.3 LM.1 NS.2 KP.3.1.7 LU.2.1 LB.1.4.1 KP.4.2.4 XEC.9 JN.1.48.3 JN.1.4.8 MC.17 JN.1.4.3
abundances	0.34100071 0.15193200 0.13837100 0.07101877 0.06286463 0.05969479 0.05289640 0.04316029 0.03641409 0.03008979 0.01028074 0.00065189 0.00019558 0.00016875 0.00013582 0.00013486 0.00010445 0.00009200 0.00008921 0.00008312 0.00008222 0.00007756 0.00007332 0.00007300 0.00007212 0.00006013 0.00005282 0.00004621 0.00004267 0.00004098
resid	8.205467126596087
coverage	96.87656756847139
