	ENV-COV-24-1732_S44.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.9078253697075278), ('Other', 0.08967947058801284), ('BA.2.86* (BA.2.86.X)', 0.002163991532146115), ('KP.3* (KP.3.X)', 0.0003311648885954559)]
lineages	MC.10 MC.4 MC.27 KP.3.1.1 MC.12 JN.1.54 MC.13 MC.13.2 JN.1.15 MC.6 JN.1.28 MM.1 JN.1.8 LW.1 MC.22 MC.18 LF.5 MC.28 JN.1.25 MC.20 NR.1 JN.1.34 JN.1.63 XDD.1.1 JN.1.4.8 KP.2.25.2 JN.1.4.2
abundances	0.64153200 0.08852882 0.08852882 0.08852882 0.08852882 0.00094162 0.00040388 0.00040388 0.00032755 0.00030303 0.00018829 0.00018532 0.00017047 0.00014584 0.00014393 0.00013780 0.00012930 0.00012766 0.00011252 0.00010301 0.00009862 0.00009465 0.00008179 0.00008100 0.00006703 0.00005476 0.00005077
resid	8.4386365757684
coverage	88.579741163094
