	../variants/ENV-NIC-23-1048.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.5645588688082044), ('XBB* (XBB.X)', 0.4346063769280154), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.000455360373324925), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.0003793609838646405)]
lineages	JC.3 JB.2.1 JB.2 HS.1 XBB.1.22 XBB.1.5.78 EG.2 FL.35.1 JC.1 XBB.8 XBB.1.5.8 XBB
abundances	0.40876198 0.30506300 0.13719400 0.12166624 0.02528341 0.00046425 0.00045536 0.00037936 0.00030202 0.00021696 0.00017138 0.00004202
resid	9.369737457353644
coverage	94.35842557602916
