	../variants/ENV-NIC-22-0755.tsv
summarized	[('Omicron', 0.9999534163913155), ('Other', 4.648347152367671e-05)]
lineages	BA.5.11 BA.5.3 BA.5.2 BA.5.3.2 BA.5.1.2 BA.5.3.4 BA.5.1.3 DH.1 BA.5.1.26 BA.5.3.5 EB.1 BA.5.1.27 BF.11 BF.38.1 BF.24 BE.11 BA.5.1.15 BA.5.1.24 XK BF.27 BE.12 AT.1 BT.2 BA.5.1.9 BQ.1.1.75 BA.4.2 BA.5
abundances	0.77670169 0.21145619 0.00850987 0.00093371 0.00029891 0.00029468 0.00020261 0.00019599 0.00015142 0.00013309 0.00011478 0.00010424 0.00010350 0.00010037 0.00009614 0.00008438 0.00007374 0.00006812 0.00006500 0.00006042 0.00004879 0.00004648 0.00004551 0.00004156 0.00003519 0.00002734 0.00000618
resid	7.553817023012772
coverage	95.57569474634651
