	ENV-COV-24-1823_S30.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.4826036195116506), ('Other', 0.4639858599420705), ('KP.3* (KP.3.X)', 0.05049872872747431), ('KP.2* (KP.2.X)', 0.0020986061998549), ('KP.3.1.1* (KP.3.1.1.X)', 0.0006751770330094784), ('Omicron', 0.00013800206599623712)]
lineages	JN.1.48.3 LB.1.3.4 KP.3 MC.23 KP.4.1 MC.19 MD.3.1.1 KP.2 KP.4.2 MC.14 MK.3 KP.3.3.3 JN.1.4.9 KP.2.15 KP.3.5 KP.2.19 KP.4.1.2 LP.8 MC.13 KP.4.2.3 KP.2.25 KP.4.2.5 KP.3.2.6 LW.1 XAE MC.20 XT BA.2.86.7 BF.7.5
abundances	0.44980480 0.40239000 0.04959008 0.03732699 0.03084694 0.01583737 0.00792952 0.00168361 0.00135220 0.00052966 0.00031616 0.00030500 0.00025569 0.00022576 0.00021316 0.00018924 0.00018498 0.00016379 0.00014552 0.00012101 0.00011019 0.00009307 0.00007453 0.00007434 0.00007173 0.00006040 0.00005911 0.00003801 0.00000717
resid	9.112799296242827
coverage	97.33805972644885
