	../variants/ENV-NIC-22-0249.tsv
summarized	[('Omicron', 0.9998612418746643), ('Other', 8.951119520299483e-05), ('Delta', 2.678904063347621e-05), ('A', 2.2437229300106472e-05)]
lineages	BA.4.8 BA.5 BA.5.2.1 BF.12 BF.7 BF.7.24 BF.16 BA.3 BA.4.1.10 BF.35 BF.39 BF.7.7 XT BF.21 BF.29 BF.7.5 BF.7.12 BF.7.10 BF.7.2 DE.1 BA.4.1.7 BA.2.19 CS.1 XAP BF.40 BA.5.5.3 N.3 BA.4.1.11 BQ.1.1.61 BA.5.2.5 CP.8.1 BF.14 BF.9 BF.41 BA.1.17.2 BF.11.3 BF.5.2 BF.5.4 BF.3.1 BF.7.19 BA.1.1.3 AY.78 XAS BF.7.4.3 BF.7.22 A.28 N.8 XAD BF.3 BF.23 CE.1 BA.5.2.33 DJ.1.1 A.25
abundances	0.31452594 0.17433641 0.09966607 0.09966607 0.09966607 0.09966607 0.09966607 0.00787190 0.00066638 0.00057637 0.00044843 0.00032949 0.00032753 0.00027586 0.00022881 0.00013933 0.00013552 0.00013067 0.00011773 0.00010616 0.00009194 0.00008652 0.00007844 0.00007330 0.00007228 0.00007092 0.00006902 0.00006885 0.00006795 0.00006753 0.00006508 0.00006395 0.00006382 0.00006145 0.00004985 0.00003836 0.00003647 0.00003647 0.00003568 0.00003305 0.00002847 0.00002679 0.00002265 0.00002238 0.00002237 0.00002207 0.00002049 0.00001822 0.00001132 0.00001132 0.00000589 0.00000589 0.00000392 0.00000037
resid	7.469220778842393
coverage	66.64548707487543
