	ENV_COV_24_2218_S150.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9685735073399019), ('JN.1.18* (JN.1.18.X)', 0.02893433388675714), ('Other', 0.001209799305937374), ('Omicron', 0.000825481027502726), ('KP.2* (KP.2.X)', 0.0002923191798303771), ('KP.3.1.1* (KP.3.1.1.X)', 8.261706901023444e-05), ('KP.3* (KP.3.X)', 8.189304344251462e-05), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.0168881485762612e-06), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 1.3069136122586115e-07), ('EG.5* [Omicron (EG.5.X)]', 1.2121005389773424e-07)]
lineages	JN.1.16.5 JN.1.4.3 JN.1.24.1 JN.1.39 JN.1.67 JN.1.16 JN.1.18 JN.1.32 JN.1.22 JN.1.55 JN.1.19 JN.1.4.4 JN.1.4.1 JN.1.6.1 JN.1.26 JN.1.39.2 JN.1.60 JN.1.52 JN.1.16.1 JN.1.21 JN.1.38 JN.1.24 JN.1.28 JN.1.64 JN.1.61 JN.1.15 JN.1.34 JN.1.54 JN.1.1 JN.1.45 JN.1.37 JN.1.4 JN.1.43 JN.1.6 JN.1 JN.1.36 JN.1.16.3 JN.1.36.1 JN.1.23 LU.1 MD.1.1 MD.3 LF.4 JN.1.55.1 JN.1.64.1 MD.1 JN.1.18.3 LF.3 LF.6 JN.1.2 JN.1.54.1 JN.1.43.1 JN.1.18.5 JN.1.15.1 KQ.1 MC.27 XEE MC.20 KP.2.3.2 JN.1.18.4 JN.1.4.8 JN.1.46 BG.6 MA.1 LJ.1 JN.1.51 JN.1.51.1 JN.1.4.6 JN.1.4.9 MC.13.1 KP.3.2.2 LN.1 LN.1.1 HQ.1 B.1.426 ER.1.1 B.1.601 BF.32 B.1.435 GY.9 EG.5.1.2 MC.10.1
abundances	0.48377022 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00948066 0.00088968 0.00059030 0.00031881 0.00029232 0.00026902 0.00025642 0.00024184 0.00023460 0.00022332 0.00019056 0.00018713 0.00018713 0.00011116 0.00011116 0.00008262 0.00008189 0.00000199 0.00000199 0.00000102 0.00000090 0.00000043 0.00000016 0.00000015 0.00000014 0.00000013 0.00000012 0.00000011
resid	11.556116353005814
coverage	48.60381901481457
