	ENV_COV_24_1761_S80.tsv
summarized	[('KP.3* (KP.3.X)', 0.3079142750658547), ('LB.1* (LB.1.X)', 0.2831903108953417), ('BA.2.86* (BA.2.86.X)', 0.2687196461608297), ('Other', 0.13977834117162158), ('KP.2* (KP.2.X)', 0.00034535637862691477), ('Omicron', 5.201257567933848e-05)]
lineages	KP.3.4 LB.1.1 JN.1.48.3 LB.1.3.4 JN.1.48.1 LB.1.4.1 KP.2.3.2 KP.2.3.5 KP.2.3.13 KU.2.1 BA.3 NN.1.1 NN.1 NC.1
abundances	0.30791428 0.28296167 0.26839898 0.13959401 0.00023303 0.00022864 0.00022245 0.00012291 0.00009422 0.00008763 0.00005201 0.00004357 0.00004357 0.00000297
resid	9.383345295666853
coverage	84.59017489883958
