	../variants/ENV-NIC-23-0305.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.5920770252843014), ('XBB* (XBB.X)', 0.40645177037249847), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.00123970364271203), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.00011498018319938215), ('Other', 7.836821984490383e-05), ('A', 3.8199977745533535e-05)]
lineages	XBB.1.22 XBB.1.5.83 XBB.1.5.17 XBB.1.5.47 XBB.1.5.59 XBB.1.5.100 XBB.1.5.31 XBB.1.9 XBB.1.5.6 EK.3 XBB.1.5.86 GR.1 XBB.1.5.42 XBB.1.43.1 FL.22 FL.30 XBB.1.5.21 FP.1 HP.1 XBB.1.5.106 FL.16 XBB.1.9.5 XBB.1.5.7 XBB.1.5.38 XBB.1.5.92 FL.2.6 XBB.1.5.37 HT.1 XBB.1.5.5 XBB.1.5.68 XBB.1.5.78 FL.10.3 EK.2 XBB.1.5.18 XBB.1.26 FL.21 XBB.1.5.34 XBB.1.9.7 XBB.1.5.50 FL.36 FY.2.1 XBB.1.5.74 FL.17 XBB.1.5.56 XBB.1.5.25 GU.1 XBB.1.5.10 JC.2 XBL.1 EG.4.2 FP.2.1 XBB.1.5.99 FY.4.2 GN.5 XBB.1.5.8 XBB.1.5.80 FL.23.2.1 FL.7 FT.3 XBB.1.5.41 XBB.1.5.67 XBB.1.5.55 FL.15 XBB.8.1 XBB.1.5.66 FL.3.1 FL.4.4 HQ.1 EG.6.1.2 HE.1 XBB.1.5.109 JZ.1 A.27 XBB.1.41.2 XBB.1.14 XBB.1.5.107 GN.3 XBB.1.5.73 EK.1 XBB.1.34.2 HB.1 XBB.5 B.1.636 EG.4.3 FL.23.2 FE.1.1.1 B.1.36.31
abundances	0.37603059 0.24287600 0.17870699 0.07640690 0.02934556 0.02934556 0.02934556 0.02926710 0.00228311 0.00025456 0.00023889 0.00021583 0.00021583 0.00020458 0.00019077 0.00018351 0.00016915 0.00016220 0.00014957 0.00014699 0.00014593 0.00013665 0.00013521 0.00013143 0.00012901 0.00012177 0.00011871 0.00010947 0.00010740 0.00010676 0.00010226 0.00010011 0.00009567 0.00009123 0.00009102 0.00009034 0.00008686 0.00008547 0.00008348 0.00007854 0.00007664 0.00007308 0.00007287 0.00007221 0.00007182 0.00007114 0.00006903 0.00006564 0.00006451 0.00006396 0.00006288 0.00006216 0.00006085 0.00006033 0.00005931 0.00005763 0.00005650 0.00005209 0.00005177 0.00005107 0.00005013 0.00005011 0.00004865 0.00004849 0.00004844 0.00004770 0.00004539 0.00004332 0.00004315 0.00004206 0.00004142 0.00003860 0.00003820 0.00003670 0.00003548 0.00003426 0.00002477 0.00002477 0.00002365 0.00001531 0.00001531 0.00000995 0.00000960 0.00000786 0.00000555 0.00000485 0.00000425
resid	7.53669154492837
coverage	94.51225629535499
