	ENV_COV_24_2034_S30.tsv
summarized	[('Other', 0.9990568267491151), ('BA.2.86* (BA.2.86.X)', 0.00041775126783794904), ('KP.2* (KP.2.X)', 0.00030969120656169517), ('JN.1.18* (JN.1.18.X)', 0.00021556608385234896)]
lineages	LB.1.3.4 KP.2.3.8 LR.1 KP.2.15 KP.2.25.3 NK.1 KP.2.3.11 LZ.2 LZ.2.1.1
abundances	0.99755501 0.00068904 0.00041775 0.00030969 0.00028209 0.00027400 0.00025641 0.00021557 0.00000028
resid	7.030102029268793
coverage	66.97990168210548
