	ENV_COV_24_1946_S67.tsv
summarized	[('Other', 0.9993520682026223), ('XEC* (XEC.X)', 0.00037892929672522644), ('BA.2.86* (BA.2.86.X)', 0.00022031456490182447), ('KP.3* (KP.3.X)', 4.8684319138334334e-05)]
lineages	XEC.9 XEC.1 BA.2.86.6 LV.1 KP.3.4.1 JN.1.4.8
abundances	0.99935207 0.00037893 0.00009672 0.00009327 0.00004868 0.00003032
resid	8.434720840399585
coverage	92.76995619168645
