	ENV_COV_24_1911_S48.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.9996454070919235), ('Other', 0.0001519133814306909), ('KP.2* (KP.2.X)', 0.0001269049013656217), ('KP.3* (KP.3.X)', 7.574511324264053e-05)]
lineages	MC.10 KP.2.3.5 MC.13 KP.3.3.1 KP.2.3.13 MC.26.1 XEP XEC.2.3 KP.3.3.3 KP.3.3.4 XEG
abundances	0.99956072 0.00012690 0.00008468 0.00006273 0.00005032 0.00003655 0.00003503 0.00002987 0.00000862 0.00000440 0.00000014
resid	6.6918316426001745
coverage	77.74805203491289
