	ENV_COV_24_2214_S146.tsv
summarized	[('KP.2* (KP.2.X)', 0.32485389933741154), ('Other', 0.24711661001751203), ('BA.2.86* (BA.2.86.X)', 0.20461324770155112), ('KP.3* (KP.3.X)', 0.20285425082849545), ('Omicron', 0.020409890854179213), ('KP.3.1.1* (KP.3.1.1.X)', 0.00039705779725678677), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 7.438182795860965e-05), ('Delta', 3.913786169595998e-05), ('JN.1.18* (JN.1.18.X)', 1.6879842312634378e-05), ('A', 1.2173146476045694e-05), ('BA.2.75* [Omicron (BA.2.75.X)]', 1.1447273007598683e-05), ('XBB* (XBB.X)', 1.0262387271227183e-05), ('EG.5* [Omicron (EG.5.X)]', 9.866220757784628e-06), ('LB.1* (LB.1.X)', 9.68266530103823e-06), ('CH.1.1* [Omicron (CH.1.1.X)]', 6.808000866927104e-06), ('XBB.2.3* (XBB.2.3.X)', 5.532616788727966e-06), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 5.1822959852850745e-06), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 2.741287714851632e-06), ('Gamma', 1.922859958713094e-06), ('Alpha', 1.4631121144258415e-06), ('JN.1.7* (JN.1.7.X)', 7.956123923801412e-07)]
lineages	KP.2.14 KP.1.1 KP.2.2 KP.3.2 KP.1.1.4 MU.4 MU.5 KP.3.2.3 KP.4.2.1 KP.2.15 KP.2.3.10 LW.1 KP.2.10 KP.3.6 KP.3.2.6 KP.3.5 MU.2 KP.2.2.1 KP.2.6.1 KP.2.3.9 LW.1.1 KP.2.4 KP.2.11 KP.4.2 KP.1.1.2 KP.1.1.5 KP.2.6 KP.2.16 KP.2.5 KP.2.3 KP.3.4 XEE KP.2.18 KP.2.1 KP.2.12 KP.2.8 KP.3.2.4 KP.3.2.1 JN.1.11.1 KP.2.7 NH.2 KP.2 NH.4 KP.4 NH.3 KP.3 NH.1 KP.6 KP.1 LB.1.3.4 XDY.1 KS.1.3 MG.4 MC.18 MC.8 LF.5 KP.2.23 KP.4.2.4 JN.1.65.1 MF.2 NE.1 XEK JN.2.2 JN.2.2.1 JN.1.19 KM.1 AY.3.3 BF.11.4 BF.11.1 BF.11 B.1.1.256 EF.1.3 XDW B.1.177.10 B.1.165 B.1.160.18 B.1.1.170 BM.2.1 A.23.1 XDJ B.1.1.255 FE.1.2 B.1.487 CD.2 B.1.1.58 NS.1.1 XBB.1.5.8 XEN MG.3 KP.1.1.1 KP.1.1.6 CH.1.1.18 EU.1.1.3 JN.1.65 LP.6 XDQ.2 XDQ XDQ.1 HK.18 C.19 AY.47 B.1.103 B.1.1.77 BA.2.85 JN.13 JN.13.1 B.1.640 B.1.1.513 XAD XBB.1.16.10 AH.2 B.1.167 KU.2.1 LF.10 XBB.3.2 JN.1.28.1 JN.1.48.2 B.1.250 XDV.1.1 XDV XDV.1 XDV.1.7 XDV.1.4 BF.7.5 FB.2 XAF KP.2.26 CK.1.2 CM.8.1.5 B.1.178 Q.4 KP.2.3.4 NM.1 LF.4.1 B.1.509 LU.1 LB.1.2 MD.2 LF.9.1 LF.4 LY.2 LY.1 LU.2 JN.1.18.2 MD.1 LB.1.8 MJ.2.1 LB.1.1 JN.1.27 JN.1.18.4 KU.1 LE.1.1 JN.1 MJ.2 JN.1.38.1 KU.2 JN.1.4.4 LR.2 JN.1.9.2 JN.1.30 JN.1.25 JN.1.68 JN.1.4.7 JN.1.43 JN.1.6.1 JN.1.4 JN.1.26 LR.1 JN.1.39.2 JN.1.45 JN.1.40 JN.1.16.1 JN.1.34 JN.1.12 JN.1.58.1 JN.1.29 JN.1.49.1 JN.1.49.3 JN.1.49.2 JN.1.16 JN.1.56 JN.1.20 JN.1.60 JN.1.58 JN.1.18 JN.1.9 JN.1.55 JN.1.52 JN.1.54 JN.1.6 JN.1.31 JN.1.44.1 JN.1.47 JN.1.24.1 JN.1.58.2 JN.1.58.3 JN.1.18.1 JN.1.30.1 JN.1.49 JN.1.24 JN.1.13 JN.1.14 JN.1.67.1 LB.1 JN.1.18.6 LF.3 LF.9 JN.1.18.3 JN.1.38 JN.1.16.5 JN.1.44 JN.1.3 JN.1.2 JN.1.28 JN.1.64 JN.1.64.1 JN.1.43.1 JN.1.18.5 JN.1.10 JN.1.21 JN.1.15 JN.1.47.1 JN.1.47.2 JN.1.17 JN.1.29.1 JN.1.25.1 JN.1.15.1 JN.1.61 LE.1 LE.2 JN.1.4.2 JN.1.4.9 JN.1.13.1 LH.1 LB.1.2.1 LU.2.1.1 JN.1.39 JN.1.50.1 KU.2.2 KS.1.1 XEL MB.1.1 MB.1.1.2 MB.1.1.3 MB.1.1.1 XED KS.1 KS.1.1.2 XDY MV.2 MV.1 XEJ MV.1.1 XEJ.2 XEJ.3 XEJ.1 KS.2 JN.1.67 JN.1.50 LU.2.1 LB.1.10 MB.1 AY.3.1 KP.2.6.2 CA.4 B.1.1.363 HK.23 HK.23.1 XDN CH.1.1.4 KP.3.2.8 KP.3.2.2 HK.25 JN.1.57 JN.1.57.1 XBB.1.1 FR.1.3 JD.1.1.2 XDD.1.1.1 XDD.1.1 JN.1.5 B.1.1.273 CC.1 JN.1.18.8 B.1.1.481 GN.1 XBB.1.5.73 GN.5 GN.1.1 GN.1.2 GN.4 GN.3 GN.2 LB.1.2.3 AZ.5 XBB.2.3.6 P.1.2 B.1.1.234 B.1.93 B.1.36.36 JN.1.39.3 HK.3.2.1 A.2.5.3 XDQ.1.1 B.1.177.72 XBG EG.5.1.16 B.1.1.521 LD.2 B.1.83 JN.1.4.5 AY.43.6 FL.33.1 FL.33 B.1.387 FL.13.4.1 BA.2.2.1 B.1.480 XDR.1.1 C.39 JN.1.22 GS.2 HG.1.1 HG.2 HG.1 XBB.2.3.8 B.1.293 GK.2.3 B.1.36.27 BA.1.1.12 A.7 BA.5.2.10 KS.1.2 HN.3.1 A.15 B.1.1.240 FK.1.2 B.1.1.312 KP.3.2.5 BF.7.5.1 B.1.1.159 XDV.1.2 KP.4.1 KP.4.1.1 KP.4.1.2 GQ.1 XEK.2 B.4.7 MA.1 P.1.4 JN.1.66 BF.5.3 HK.20.1 HK.20 LK.1 JD.1.1.4 LQ.3 MC.20 KP.2.17 XDV.1.8 GK.8.1 XV B.1.1.62 B.1.309 JN.1.56.1 B.1.438.4 GV.1 B.1.396 B.1.9.4 NG.1 FL.4.11 XDV.1.11 B.1.640.2 B.1.1.153 KP.2.20 B.1.601 A.25 LZ.1.1 LZ.1 BN.1.3.10 LE.1.3 B.1.536 BP.1 XAY.2.2 KP.2.22 AY.9.2 B.1.1.120 KP.2.6.3 MP.1.1 MP.1 B.55 XER MU.2.1.1 AA.8 A.24 B.1.221.3 KP.4.2.2 XEK.3 XET BA.2.22 B.1.273 B.1.274 B.1.37 B.1.159 B.1.479 B.1.276 B.1.1.224 B.1.1.29 KP.3.7 EP.2 AY.127.2 XBD A.26 B.1.340 MD.1.1 KP.2.19 JN.1.63 FL.1.5.2 XBB.1.14.1 XDV.1.10 LW.1.2 FL.18.1 JF.2 BG.6 GN.1.3 XBF.1.1 DY.1.1 B.1.1.190 KP.2.24 KY.1 JN.1.8 JN.1.8.4 JN.1.8.2 FK.1.2.2 MC.10 MC.10.1 GM.1 BN.1.11 XCV B.1.1.506 KP.4.2.3 AZ.4 B.1.221.4 AY.24.1 XDT LB.1.5 B.1.1.373 BE.3 BA.2.86.5 AY.98.1.1 JN.1.4.1 B.1.1.302 JN.1.9.1 XAA MD.1.2 KP.4.2.5 XDV.1.7.1 JN.1.4.8 NK.1 LE.1.2 B.1.378 JN.1.53 BF.5.1 BF.5.5 B.1.626 B.1.1.467 MJ.2.1.1 B.1.158 A.12 JN.1.41 BA.2.87.1 B.1.97 XBC.1.3.1 XAW B.1.415.1 B.1.377 A.30 JN.1.2.1 XBB.1.15.1 BF.35 KP.3.2.7 B.1.36.37 MU.2.1 XC AY.99.2 LS.1 JN.1.37 LL.1 B.1.243.1 W.1 B.1.405 B.1.13 B.1.1.346 XDV.1.6 XEK.1 B.1.270 B.1.131 LB.1.6 BQ.1.3.1 HN.2.1 HN.2 B.1.428.2 A.17 AY.43.5 XJ XE JN.1.59 KP.2.25.3 KP.2.25.1 KP.2.25 KP.2.25.2 KP.3.4.1 HG.3 LB.1.4 XEF FP.2.1 GA.4.1 B.40 BA.4.1.7 LB.1.9 LM.1 BG.7 B.1.421 AY.18 XY AY.36.1 LF.1.1.1 LF.1 LF.1.1 NM.2 JN.1.39.1 XCM JN.1.7.6 JC.2 B.1.282 GA.4.1.1 BA.2.66 BF.11.3 B.1.551 XDZ A.1 LF.6 P.4 XEQ AY.31 GT.1 JN.1.55.1 LF.2 B.1.188 B.1.126 R.2 JN.1.18.7 B.11 B.1.483 B.1.177.78 FK.1.2.1 LB.1.7.3 LB.1.7.1 LB.1.7 LR.3 NF.1 NF.1.1 KN.1 GK.1.10.1 GK.1.10 B.1.36.25 B.1.354 BA.5.1.36 JN.1.54.1 B.1.177.76 AT.1 XDG B.1.629 JN.1.55.2 XDV.1.9.1 XDV.1.9 AY.9.2.2 B.1.558 LN.1.1 LN.1 JN.1.53.1 FL.23.2.1 FL.23.2 GN.1.4 B.1.476 A A.5 XEC.15 MC.28.1 HK.23.1.1 B.1.369.1 B.1.1.267 B.1.281 BQ.1.32 JQ.2.1.1 AY.3.4 KZ.1.1 KZ.1 AH.1 DF.1.1 XBJ.1.1 BR.5 S.1 B.1.563 XBB.1.5.34 XCZ JN.1.36 B.1.258.16 BA.4.1.5 KP.2.13 LH.2 B.1.548 MJ.1 MJ.1.1 B.1.1.523 BF.11.2 GQ.1.1 GK.1.11.1 GK.1.11 MG.2 BA.2.3.16 HE.1 B.1.1.528 C.36.3.1 MD.1.1.1 B.1.348 B.1.1.333 JN.5 KP.4.1.3 NA.1 NA.1.1 LZ.2 LZ.2.1 LZ.2.1.1 LU.2.2 XBP B.1.1.371 B.1.641 B.1.564.1 NV.1 KP.3.2.9 KP.2.27 EP.1.1.1 P.1.8 CP.8.1 FL.18.1.1 XDV.1.5 HW.1.1 P.6 XBB.1.31.1 LB.1.3 LB.1.3.2 LB.1.3.3 XBJ.2 XBJ.1 XBJ.4 XBJ XBJ.3 XCD AU.2 JN.1.23.1 B.1.213 N.10 JN.1.8.3 LB.1.4.1 BN.1.4.4 B.1.36.33 P.1.17.1 BZ.1 JE.1.1 JE.1.1.1 XBB.1.24.2 XEK.4 XCY JN.1.23 GL.3 JN.1.16.2 LA.2 LA.1 LP.8.2.1 JN.1.51.1 LJ.1 JN.1.51 JN.1.68.1 JD.2.1 B.1.482 AY.9.2.1 B.1.1.347 B.1.177.37 ND.1.1.2 MZ.1 C.30 BN.1.2.5 XBH A.2 A.2.4 A.2.3 GS.8 C.36.3 BA.4.5 XEK.1.1 BA.4.6.2 P.1.11 XCJ MC.25 XBL.2 XBL JV.1 B.1.475 B.1.1.227 B.1.313 MC.10.2 B.1.411 XEA B.1.404 XBB.1.34 DS.3 DS.1 B.1.258.9 XBF.8.1 BG.5 BG.3
abundances	0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.02028518 0.00119264 0.00079343 0.00065605 0.00053050 0.00048072 0.00039670 0.00028818 0.00028713 0.00026804 0.00022054 0.00022054 0.00009694 0.00009653 0.00007748 0.00007748 0.00005846 0.00005387 0.00003086 0.00002491 0.00002491 0.00002491 0.00001875 0.00001354 0.00001309 0.00000919 0.00000787 0.00000726 0.00000722 0.00000715 0.00000682 0.00000666 0.00000633 0.00000513 0.00000485 0.00000429 0.00000420 0.00000411 0.00000409 0.00000363 0.00000363 0.00000363 0.00000363 0.00000353 0.00000332 0.00000330 0.00000317 0.00000310 0.00000310 0.00000310 0.00000310 0.00000303 0.00000298 0.00000287 0.00000285 0.00000278 0.00000275 0.00000275 0.00000272 0.00000239 0.00000237 0.00000237 0.00000215 0.00000214 0.00000209 0.00000196 0.00000190 0.00000187 0.00000174 0.00000173 0.00000169 0.00000169 0.00000169 0.00000169 0.00000169 0.00000163 0.00000162 0.00000160 0.00000158 0.00000155 0.00000153 0.00000152 0.00000146 0.00000146 0.00000146 0.00000134 0.00000132 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000128 0.00000126 0.00000125 0.00000125 0.00000125 0.00000125 0.00000122 0.00000118 0.00000115 0.00000114 0.00000113 0.00000110 0.00000110 0.00000107 0.00000107 0.00000107 0.00000106 0.00000106 0.00000105 0.00000104 0.00000104 0.00000104 0.00000101 0.00000100 0.00000100 0.00000100 0.00000100 0.00000100 0.00000100 0.00000100 0.00000100 0.00000099 0.00000099 0.00000099 0.00000097 0.00000095 0.00000095 0.00000095 0.00000094 0.00000093 0.00000093 0.00000092 0.00000092 0.00000092 0.00000090 0.00000084 0.00000083 0.00000082 0.00000080 0.00000075 0.00000075 0.00000075 0.00000074 0.00000074 0.00000073 0.00000073 0.00000073 0.00000072 0.00000071 0.00000071 0.00000071 0.00000071 0.00000071 0.00000071 0.00000071 0.00000071 0.00000070 0.00000070 0.00000068 0.00000068 0.00000067 0.00000066 0.00000066 0.00000065 0.00000065 0.00000065 0.00000064 0.00000062 0.00000062 0.00000062 0.00000061 0.00000061 0.00000061 0.00000060 0.00000059 0.00000058 0.00000058 0.00000058 0.00000057 0.00000056 0.00000056 0.00000056 0.00000056 0.00000055 0.00000055 0.00000054 0.00000054 0.00000054 0.00000053 0.00000053 0.00000053 0.00000052 0.00000051 0.00000051 0.00000051 0.00000051 0.00000050 0.00000050 0.00000049 0.00000049 0.00000049 0.00000049 0.00000046 0.00000046 0.00000046 0.00000046 0.00000046 0.00000046 0.00000046 0.00000045 0.00000045 0.00000045 0.00000045 0.00000044 0.00000044 0.00000044 0.00000044 0.00000044 0.00000044 0.00000044 0.00000043 0.00000043 0.00000042 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000041 0.00000040 0.00000039 0.00000039 0.00000039 0.00000039 0.00000038 0.00000038 0.00000038 0.00000038 0.00000038 0.00000038 0.00000038 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000037 0.00000036 0.00000036 0.00000036 0.00000036 0.00000036 0.00000036 0.00000035 0.00000035 0.00000035 0.00000035 0.00000035 0.00000035 0.00000035 0.00000034 0.00000034 0.00000034 0.00000034 0.00000034 0.00000034 0.00000033 0.00000033 0.00000033 0.00000033 0.00000033 0.00000033 0.00000032 0.00000032 0.00000032 0.00000032 0.00000032 0.00000032 0.00000032 0.00000032 0.00000031 0.00000031 0.00000031 0.00000031 0.00000031 0.00000031 0.00000031 0.00000030 0.00000030 0.00000030 0.00000030 0.00000030 0.00000030 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000029 0.00000028 0.00000028 0.00000028 0.00000028 0.00000027 0.00000027 0.00000027 0.00000027 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000026 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000025 0.00000024 0.00000024 0.00000024 0.00000024 0.00000024 0.00000024 0.00000024 0.00000023 0.00000023 0.00000023 0.00000023 0.00000023 0.00000023 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000022 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000021 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000020 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000019 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000018 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000017 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000016 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000015 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000014 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000013 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010 0.00000010
resid	2.871335957953067
coverage	34.896164264455074
