	ENV_COV_24_2067_S4.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.755413173069054), ('Other', 0.24458915138506535), ('Omicron', 6.463818577527627e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.6603568072074618e-07), ('Delta', 1.561061655982049e-07), ('EG.5* [Omicron (EG.5.X)]', 1.149526325913776e-07)]
lineages	MC.13 LB.1.3.4 KP.2.3.11 KP.2.3.13 MC.28 MC.26 KP.2.3.14 MG.2 KP.4.2.4 B.1.177.17 B.1.177.72 FA.2 B.1.335 MC.15 CP.7 XBB.1.5.96 AY.80 BA.5.2.4 HK.11.1
abundances	0.75541294 0.24052163 0.00121034 0.00121034 0.00061308 0.00047606 0.00019696 0.00019287 0.00016551 0.00000104 0.00000102 0.00000035 0.00000029 0.00000023 0.00000017 0.00000017 0.00000016 0.00000012 0.00000011
resid	7.699443748320084
coverage	68.80246129150922
