	../variants/ENV-NIC-23-0929.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.7095709998552029), ('XBB* (XBB.X)', 0.2904289983396862)]
lineages	JB.2 JC.4 XBB.1.5.81 HS.1 JC.6 FY.5 GV.1 FT.4
abundances	0.67625400 0.28963505 0.03131520 0.00177223 0.00055494 0.00023901 0.00011625 0.00011331
resid	10.614074396044622
coverage	98.76601009932114
