	ENV_COV_24_2054_S37.tsv
summarized	[('Other', 0.4277761904283873), ('KP.3* (KP.3.X)', 0.2821841456781393), ('KP.3.1.1* (KP.3.1.1.X)', 0.2798900003385617), ('JN.1.18* (JN.1.18.X)', 0.009323622390512673), ('BA.2.86* (BA.2.86.X)', 0.00030148857577108536), ('Omicron', 0.0002860011784777655), ('LB.1* (LB.1.X)', 0.00023854997079387604)]
lineages	LB.1.3.4 MC.11.1 KP.3.2 KP.3.4 KP.3.5 KP.3.2.4 JN.1.18.6 KP.2.3.13 ML.1 MA.1 KP.2.3.11 LB.1.3.3 LP.8.1.1 LF.5 KP.2.3.9 LY.1 DT.3 KP.3.2.6 KP.3.2.3 NS.1.2 LQ.2 KS.1 BF.7.5 BA.5.1.17 LQ.1 XDR JN.1.39.1 P.7 NC.1.2
abundances	0.42576236 0.27989000 0.12759944 0.10619600 0.03136030 0.01644700 0.00875675 0.00100423 0.00044425 0.00025517 0.00025050 0.00023855 0.00021911 0.00016861 0.00016717 0.00016711 0.00015781 0.00015442 0.00013715 0.00009551 0.00008240 0.00007525 0.00006527 0.00006292 0.00006219 0.00006000 0.00005763 0.00005300 0.00000989
resid	14.777079408065159
coverage	95.12423502658596
