	../variants/ENV-COV-23-638.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9990617624191361), ('Omicron', 0.00048123481767818247), ('Other', 0.00031450851813486424), ('LB.1* (LB.1.X)', 9.359753420928649e-05), ('CH.1.1* [Omicron (CH.1.1.X)]', 4.4364551546563925e-05), ('BA.2.75* [Omicron (BA.2.75.X)]', 4.713345869422979e-06)]
lineages	BA.2.86.2 JN.5.1 BA.2.3.8 LB.1.4.1 M.3 AV.1 CM.8.1.5 LV.2 BA.2.9.1 XA BA.4.7 JP.1.1 BA.2.86.5 BA.2.22 MB.1.1.2 XEK.2 B.1.160.9 B.1.587 BF.7.13.2 DE.2 XC CL.1.3 CL.1.2 CL.1 FR.1.3 XCK
abundances	0.99875093 0.00017447 0.00016816 0.00009360 0.00007753 0.00006524 0.00006076 0.00005640 0.00005198 0.00004971 0.00004666 0.00004436 0.00004062 0.00003980 0.00003934 0.00003467 0.00003177 0.00003119 0.00002672 0.00002664 0.00002427 0.00002020 0.00002020 0.00002012 0.00000471 0.00000013
resid	3.1636026874013448
coverage	29.809718088486104
