	ENV_COV_24_1904_S46.tsv
summarized	[('KP.3* (KP.3.X)', 0.9997141295279155), ('Other', 0.000209796109347333), ('KP.2* (KP.2.X)', 7.607545052716961e-05)]
lineages	KP.3.4 KP.2.3.4 MC.26.1 KP.2.3.13 NN.1.1 NN.1
abundances	0.99971413 0.00007608 0.00006895 0.00005236 0.00004424 0.00004424
resid	6.7638784520949855
coverage	79.63080627361803
