	../variants/ENV-COV-23-1061.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5526319827460903), ('Omicron', 0.15754408192466526), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.1366089382326815), ('XBB* (XBB.X)', 0.13612097081687174), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.01709365807239338), ('Other', 1.3501826655604599e-07)]
lineages	BA.2.86 XBB.1.41.1 BA.2.1 XBB.1.5.28 XBB.1.5.91 JN.4 BA.2.87.1 EG.2 BA.2.27 XBB.1.5.107 BA.2.9 BA.2.9.2 BA.2.52 BA.2.71 BA.2.76 BA.2.64 BA.2 BA.2.25 JC.2 XBB.1.5.57 XBB.1.5.1 HP.1 BA.2.86.3 B.1.1.27
abundances	0.51251724 0.13572789 0.12258225 0.09330634 0.04153284 0.04011455 0.02857143 0.01709366 0.00144928 0.00084745 0.00081168 0.00081168 0.00073692 0.00063371 0.00060716 0.00046403 0.00045400 0.00042194 0.00039308 0.00032447 0.00030469 0.00029315 0.00000019 0.00000014
resid	20.3619660514402
coverage	95.04063137477846
