	ENV_COV_24_2031_S28.tsv
summarized	[('Other', 0.7077113993344236), ('KP.3* (KP.3.X)', 0.2889382025289656), ('BA.2.86* (BA.2.86.X)', 0.0012293901412938864), ('LB.1* (LB.1.X)', 0.000811356589620482), ('Omicron', 0.0007352605441302278), ('JN.1.18* (JN.1.18.X)', 0.00039261524957133), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.00018177272325021806)]
lineages	LB.1.3.4 KP.3.5 KP.3.1 MB.1.1.2 NK.1 NN.1 BA.2.15 KQ.1 LB.1.3.1 LH.2 LE.1.2 KP.3.1.7 MK.3 LB.1.4.1 XBB.1.5.98 NL.6 MV.1.1 MU.2.1.1 KP.4.1.2 JN.1.50.2 NM.2
abundances	0.59859097 0.17278722 0.11561735 0.10650824 0.00125543 0.00089280 0.00073526 0.00068956 0.00060376 0.00039262 0.00035161 0.00032284 0.00021080 0.00020760 0.00018177 0.00014194 0.00013175 0.00011338 0.00011105 0.00007716 0.00007689
resid	20.118135208011847
coverage	98.76266595324884
