	../variants/ENV-NIC-22-0487.tsv
summarized	[('Omicron', 0.9970076169919784), ('XBB* (XBB.X)', 0.000818971050728776), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.0007621063599418566), ('XBB.2.3* (XBB.2.3.X)', 0.0004698084740376964), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.00027279548516628496), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.000252671973601331), ('Other', 0.00018059670737086565), ('EG.5* [Omicron (EG.5.X)]', 0.00013064971835615824), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.00010469981363472041)]
lineages	BF.29 BA.5.9 BE.4 BA.5.3.5 BA.5.5.1 BF.12 BF.8 BF.18 BF.6 BF.41 BF.4 BF.39 BF.38 BA.5.2.4 DH.1 BA.5.1.5 BA.5.1.16 BA.5.1.28 BA.5.1.11 BA.5.1.15 BA.5.1.6 BA.5.1.25 BA.5.1.10 BA.5.1.1 BE.7 BE.6 BE.8 BE.3 BE.1.1 BE.2 BE.5 BE.11 BA.4.1.11 XAR BA.5.1.3 XAT XAC BA.4.1.3 BA.4.1.10 BA.5.3 BA.5.5 BA.5.3.1 BA.5.3.4 BA.5.3.2 BA.5.3.3 XAZ BA.5.2 BA.5.1 XW CS.1 BA.5.11 BE.1 BA.5.6 BA.5.2.1 BA.5.1.22 BA.5.1.17 BA.5.1.24 BA.5.1.14 BA.5.1.12 BA.5.1.34 BA.5.1.35 BA.5.1.23 BA.5.1.30 BA.5.1.2 BE.1.2 BE.1.4 BF.17 BF.14 BF.7.21 BF.7.20 BF.7.1 BF.37 BF.40 BA.5.2.8 BA.5.2.10 BA.5.1.4 XAN BA.5.1.37 XY BE.13 BE.1.1.2 BE.1.1.1 BE.1.2.1 BE.1.3 BA.5.10 BF.19 BF.11.1 BF.1 BF.35 BF.36 BF.20 BF.15 BF.16 BF.25 BF.7.4 BF.7.13 BF.7.3 BF.7.24 BF.7.16 BF.7.10 BA.5.1.36 BF.33 BF.28 BF.38.3 BF.38.1 BF.7 BA.5.2.2 BA.5.2.26 BA.5.1.26 BA.5.1.8 BA.5.1.29 BA.5.1.27 DJ.1 BK.1 BA.5.1.20 BF.7.19 XH BE.12 BE.1.4.4 BA.5.6.2 BA.5.6.1 BA.5.6.3 BF.11 BF.10 BF.27 BF.7.18 BF.7.26 BF.7.6 BF.7.7 XR XU BF.7.15 BA.2.73 BA.2.38 BA.2.64 BA.2.18 BA.2.16 BA.2.87 BA.2.32 BA.2.26 BA.2.67 BA.2.31.1 BA.2.14 BA.2.34 BA.2.71 BA.2.52 BA.2.25 BA.2.6 BA.2.7 BA.2.9 BA.2.36 BA.2.54 BA.2.40.1 BA.2.20 BA.2.43 BA.2.3.13 BA.2.3.2 BA.2.3.9 BA.2.3.11 BA.2.3.10 BA.2.3.16 BA.2.3.5 BA.2.57 BA.2.68 BA.5 BA.2.17 BA.3 BA.3.1 BA.2 BA.2.56 BA.2.4 BA.2.5 BA.2.65 BA.2.58 BA.2.27 BA.2.10 BA.2.3 BA.2.24 BA.2.23 BA.2.31 BA.2.1 BA.2.29 BA.2.72 BA.2.8 BA.2.41 BA.2.30 BA.2.63 BA.2.40 BA.2.28 BA.2.11 BA.2.33 BA.2.61 BA.2.10.3 BA.2.10.2 BA.2.37 BA.2.78 BA.2.66 BA.2.79 BA.2.76 BA.2.9.6 BA.2.2.1 DD.1 BA.2.38.1 BA.2.38.3 XAS BA.4.8 XAH XAP BA.2.76.2 BA.4 XZ XAD BA.2.76.1 BA.2.38.2 BA.4.1 XAE BH.1 BA.4.1.5 BA.4.1.9 BA.4.1.4 BA.4.1.6 BA.4.2 XG XAA XAB XAG XN XQ BA.2.9.4 BA.2.53 BA.2.80 BA.2.3.12 BA.2.59 BA.2.23.1 BA.2.19 BA.2.15 BA.2.45 BA.2.9.3 BA.2.9.2 BA.2.9.5 BA.2.47 BA.2.2 BA.2.83 BA.2.46 BA.2.35 BA.2.3.18 BA.2.79.1 BA.2.3.21 BA.2.3.14 BA.2.3.8 BA.2.3.6 BA.2.21 BA.2.82 BA.2.42 BA.2.48 BA.2.22 BA.2.25.1 BA.2.70 BA.2.3.7 BA.2.3.15 BF.7.22 B.1.1.529 BA.5.2.59 BA.5.2.35 CM.10 BE.9 BE.1.4.2 BF.7.4.3 BA.5.2.25 BU.2 BA.5.2.14 CY.1 XV CD.2 BA.5.2.58 CK.1.3 CN.2 CP.1.2 CP.1.3 DY.1 CM.8 CM.5.2 CM.9 CM.3 BA.5.2.7 BA.5.2.32 BA.5.2.45 BZ.2 BA.5.2.43 CK.3 CK.2.1 BA.5.2.13 BA.5.2.51 BA.5.2.60 CN.1 CP.6 CP.3 BA.5.2.48 CM.2 DY.4 CM.7 BF.7.19.1 CM.6.1 CR.1.1 CR.1.3 CK.1.5 CK.1.4 CP.1.1 DY.1.1 CL.1.3 XBJ CM.12 XBJ.2 XBJ.3 XBJ.4 XBJ.1 DB.1 CK.2.1.1 DG.1 BA.5.2.39 BF.7.5.1 CM.11 CM.7.1 CM.8.1 DW.1 BF.11.5 BA.5.2.16 BF.42 BF.7.4.2 BF.7.4.1 DB.2 BU.3 CR.1.2 BA.5.2.63 CK.1.2 DY.3 DY.2 CM.2.1 BU.1 BF.1.1 BA.5.2.31 BA.5.2.46 BA.5.2.6 BA.5.2.44 BA.5.2.36 BA.5.2.11 BA.5.2.40 BA.5.2.30 BA.5.2.52 BA.5.2.38 BA.5.2.37 BA.5.2.41 CR.1 CR.2 DA.1 CT.1 BA.5.2.12 BA.5.2.18 BF.7.2 BF.7.5 BA.5.2.33 BA.5.2.23 XAV BF.10.1 BF.39.1 BF.11.3 CU.1 BA.5.10.1 BA.5.6.4 BQ.2 BA.5.2.57 BA.2.3.20 DJ.1.3 BA.5.2.3 CK.1 CK.2 XBE BF.13 BF.21 BA.5.2.19 BF.9 CC.1 BA.5.2.22 CM.5 CM.6 BA.5.2.24 BA.5.2.27 CM.1 XJ CL.1 BA.5.1.31 BA.5.2.5 CE.1 CP.1 BA.5.2.28 BF.22 BA.5.2.55 CP.5 BA.5.2.50 BA.5.2.29 BA.5.2.56 BA.5.2.61 BA.5.2.54 BA.5.2.47 CF.1 BA.5.2.21 DJ.1.1 CP.7 BE.1.4.1 BF.41.1 EB.1 CK.1.1.2 CK.1.1 XBB.1.5.19 BE.1.4.3 DE.2 BA.5.1.38 HC.4 XBB.2.3.1 BA.2.69 XBB.1.9.6 KB.2 FR.1.2 XBB.1.5.54 BN.1.3.12 BA.4.1.8 BA.5.1.18 CL.1.1 CP.8 GA.3 CM.4 CM.4.1 GE.1.2.2 JM.1 BA.2.74 FL.39.1 BA.5.1.9 BE.10 BF.7.11 FL.38 BA.2.3.17 FW.1.1.1 GS.4.1.1 GS.4 GS.4.1 BP.1 DF.1.1 DF.1 BA.2.9.1 XL GA.10.1 GA.10 DB.3 FL.1.3 XBB.1.41.2 XBA XCN XBC.2 XBC.2.1 XBB.1.32.1 FL.31 FL.31.1 BF.26 BA.5.2.9 FG.2 XBB.1.5.16 XBB.1.36 GJ.2 BA.5.5.3 XCW XBB.6.1 GY.1.1.1 GS.6 BQ.1.1.76 CJ.1.3 XBB.1.31 XBB.1.31.1 XBB.1.31.2 FY.1.2.2 FY.1.2.3 CM.8.1.4 CM.8.1.5 FV.1 CM.8.1.2 CM.8.1.1 CM.8.1.3 GB.2 GB.1 XBB.1.5.46 DR.1 DR.2 BQ.1.1.3 FP.2.1 XBB.1.11 XBB.1.11.1 FP.1 FP.4 FP.2 FP.3 XBB.8.1 XBB.8 XBB.8.2 DZ.2 BA.5.2.49 DZ.1 BF.7.27 BF.7.14.5 BF.7.14.4 BF.7.14.6 BF.7.14.2 BF.7.14.1 BF.7.14 FL.20.1 FL.20.2 FY.5.4 FL.20 XBB.1.1 XBB.1.24 XBB.1.30 XBB.1.47.1 XBB.1.39 XBB.1.24.2 XBB.1.46 XBB.1.24.3 XBB.1.35 XBB.1.24.1 XBB.1.32 XBB.1.47 JE.1.1.1 JE.1.1 KH.1 EP.1 EP.2 EP.1.1 XBB.6 HU.1 XBB.1.22.2 HU.1.1 HU.2
abundances	0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00243367 0.00097656 0.00089041 0.00064641 0.00050138 0.00042409 0.00042409 0.00040469 0.00038618 0.00037140 0.00025050 0.00014796 0.00014775 0.00013936 0.00013169 0.00013065 0.00010505 0.00010150 0.00010150 0.00009874 0.00009353 0.00008148 0.00008078 0.00007508 0.00007319 0.00007319 0.00007314 0.00007266 0.00007251 0.00007163 0.00006968 0.00006490 0.00006457 0.00006404 0.00005713 0.00005710 0.00005570 0.00005570 0.00005570 0.00005299 0.00005114 0.00005114 0.00004851 0.00004252 0.00004181 0.00004181 0.00004134 0.00004064 0.00003777 0.00003724 0.00003685 0.00003681 0.00003681 0.00003634 0.00003464 0.00003464 0.00003453 0.00003424 0.00003400 0.00003400 0.00003388 0.00003337 0.00003332 0.00003288 0.00003215 0.00003204 0.00003148 0.00002982 0.00002914 0.00002128 0.00002128 0.00002128 0.00001867 0.00001867 0.00001644 0.00001644 0.00001644 0.00001644 0.00001644 0.00001644 0.00001331 0.00001331 0.00001331 0.00001251 0.00001251 0.00001251 0.00001164 0.00001164 0.00001164 0.00001164 0.00001164 0.00001164 0.00001164 0.00001146 0.00001146 0.00001146 0.00001134 0.00001134 0.00001134 0.00001081 0.00001081 0.00001081 0.00001081 0.00001081 0.00001081 0.00001081 0.00000907 0.00000907 0.00000907 0.00000907 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000788 0.00000566 0.00000566 0.00000566 0.00000566 0.00000566 0.00000566 0.00000398 0.00000166 0.00000166 0.00000166 0.00000166
resid	0.6456120670604287
coverage	11.132662274688158
