	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0218.tsv
summarized	[('Other', 0.5291355939977321), ('BA.2.86* (BA.2.86X)', 0.4691799863422262)]
lineages	XDD XDD.1 JN.1.6 JN.1 JN.1.12 JN.1.18 JN.1.6.1 JN.1.16 XDR XDD.2
abundances	0.23901679 0.23901679 0.07819666 0.07819666 0.07819666 0.07819666 0.07819666 0.07819666 0.05005159 0.00105042
resid	6.470384675617134
coverage	62.401765709126174
