	ENV_COV_24_1881_S57.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5011955107148724), ('Other', 0.3918699186864685), ('LB.1* (LB.1.X)', 0.05486249926201743), ('KP.3* (KP.3.X)', 0.030038564044770663), ('KP.3.1.1* (KP.3.1.1.X)', 0.021764751290654548), ('Omicron', 0.00026874435231401776)]
lineages	LB.1.3.4 JN.1.48.3 JN.1.9 JN.1.49 LB.1 KP.3 KP.3.1.1 JN.1.49.3 JN.1.55 JN.1.59 MC.9 JN.1.52 JN.1.54 JN.1.25 KP.3.4 XDY MC.28 MT.1 JN.1.63.1 JN.1.54.1 KR.5 NS.2 JN.1.13 JN.1.4.8 MC.21 JN.1.38 JN.1.45 JN.1.57.1 B.15 JN.1.5 LB.1.2.3 MF.1 KP.4.2.4 XDR B.47 KR.1.2
abundances	0.38386300 0.30108100 0.13106776 0.06482120 0.05478586 0.02975727 0.02134726 0.00733000 0.00149701 0.00061488 0.00041749 0.00035395 0.00032191 0.00028221 0.00028129 0.00026874 0.00025478 0.00015337 0.00015314 0.00014148 0.00012182 0.00011948 0.00009017 0.00008379 0.00008226 0.00008212 0.00007897 0.00007851 0.00007720 0.00007692 0.00007664 0.00006936 0.00006439 0.00004400 0.00003481 0.00002594
resid	8.105563835301476
coverage	97.26783265893054
