	../variants/ENV-COV-23-0873.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.6480590116323413), ('XBB* (XBB.X)', 0.2676257435962487), ('Omicron', 0.08300461797148875), ('Other', 0.0009911658661306848), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.00033512344866707945), ('BA.2.75* [Omicron (BA.2.75.X)]', 9.140516753414199e-07), ('XBB.2.3* (XBB.2.3.X)', 7.583200272384518e-07), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 4.99680139920121e-07), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 4.91528584632392e-07), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 4.463745820236781e-07), ('Delta', 2.2517005812037015e-07), ('EG.5* [Omicron (EG.5.X)]', 1.695518544486943e-07), ('KP.2* (KP.2.X)', 1.0852591958358548e-07)]
lineages	BA.2.86 JC.3 JC.2 BA.2.38 BA.2.86.2 JC.4 XDQ.3 HS.1 XDR B.1.1.398 B.1.164 BF.32 CJ.1 B.23 XBB.1.5.81 BN.1 B.1.323 XBB.2.3.11 XDZ B.1.280 BA.5.2.21 B.1.243 HH.8.1 XBB.1.5.28 XBB.1.16.10 GG.1 XDU B.1.485 XBB.1.27 FC.1 B.1.76 EG.2 XDN LF.5 FL.4.8 C.1 KP.4.2 CK.1.3 BA.1.1.1 BA.1.1.5 JD.1.1.6 HK.27.1 XDW B.1.178 BF.40 BA.2.76.2 BA.2.71 JN.1.54 FL.36 EG.2.1 BQ.1.1.57 B.1.1.373 XBB.1.42.1 KP.1.2 FL.1.5.1 BA.5.2.12 B.1.1.231 B.1.1.28 B.1.97 BA.2.10.4 B.1.177.10 FP.3 EG.4.5 BQ.1.13.1 AY.107 GY.5 LP.1.2 XEB AY.58 KP.2.3.4 BG.6 GN.1.1
abundances	0.63004018 0.17632804 0.09006109 0.08300187 0.01801801 0.00123610 0.00098285 0.00033374 0.00000210 0.00000121 0.00000061 0.00000049 0.00000047 0.00000046 0.00000045 0.00000044 0.00000044 0.00000041 0.00000041 0.00000040 0.00000036 0.00000035 0.00000034 0.00000034 0.00000033 0.00000032 0.00000030 0.00000025 0.00000025 0.00000024 0.00000023 0.00000023 0.00000023 0.00000022 0.00000021 0.00000021 0.00000019 0.00000019 0.00000018 0.00000018 0.00000017 0.00000017 0.00000017 0.00000017 0.00000016 0.00000016 0.00000016 0.00000016 0.00000015 0.00000015 0.00000015 0.00000015 0.00000014 0.00000014 0.00000014 0.00000014 0.00000013 0.00000013 0.00000013 0.00000013 0.00000012 0.00000012 0.00000012 0.00000012 0.00000012 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000010 0.00000010
resid	14.708796096317549
coverage	92.52248938233622
