	../variants/ENV-COV-21-098.tsv
summarized	[('Delta', 0.9993452349316908), ('Other', 0.00036551316472826107), ('A', 0.00010493715970521734), ('Alpha', 9.741234777839707e-05), ('Omicron', 4.846323101241671e-05), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 3.8423422433075114e-05)]
lineages	AY.116 AY.4 AY.92 AY.4.11 AY.83 AY.76 AY.126 AY.39 AY.111 AY.46.1 AY.4.2 AY.46.2 AY.107 AY.87 AY.99.2 AY.109 AY.123 AY.43.9 AY.33.2 AY.43.5 AY.23.2 AY.118 AY.91.1 AY.130 AY.3.1 AY.125.1 AY.5.4 AY.112.1 AY.128 AY.5.6 AY.102.1 AY.105 AY.100 AY.129 AY.90 AY.122.6 AY.127.1 Q.2 AY.80 AY.124.1.1 AY.121.1 AY.3 AY.4.4 AY.93 AY.4.13 AY.131 B.1.617.3 B.1.618 AY.108 AY.40 AY.84 A.2.5 AY.112.2 AY.85 AY.4.2.1 B.1.438.2 AY.122.3 A.3 AY.21 BE.9 AY.98.1.1 AY.119 L.3 AY.43.6 AD.1 AY.101 AY.7.1 AY.4.15 AY.132 AY.114 AY.41 AY.39.1.2 AM.3 JD.1.2.2 AY.36.1 AY.4.7 AY.3.4 AY.15 AY.25.1.1 AY.110 B.4.4 AY.123.1 AY.25.1 AY.102 B.1.214.3 AY.68
abundances	0.75383200 0.07915082 0.07915082 0.07915082 0.00055928 0.00038831 0.00028489 0.00028383 0.00026724 0.00026610 0.00024247 0.00023998 0.00023696 0.00023661 0.00023384 0.00022522 0.00022361 0.00020148 0.00016740 0.00015580 0.00015136 0.00014651 0.00013533 0.00012864 0.00012444 0.00012338 0.00012299 0.00012207 0.00011716 0.00011625 0.00011609 0.00011504 0.00010893 0.00010241 0.00010095 0.00009839 0.00009837 0.00009741 0.00009558 0.00009044 0.00008818 0.00008754 0.00008340 0.00008072 0.00007857 0.00007575 0.00007355 0.00007200 0.00006595 0.00005721 0.00005594 0.00005426 0.00005268 0.00005249 0.00005160 0.00005134 0.00005107 0.00005068 0.00005039 0.00004846 0.00004840 0.00004816 0.00004763 0.00004618 0.00004607 0.00004595 0.00004513 0.00004489 0.00004474 0.00004356 0.00004351 0.00004120 0.00003905 0.00003842 0.00003636 0.00003569 0.00003548 0.00003067 0.00002803 0.00002580 0.00002554 0.00002422 0.00001982 0.00001294 0.00001034 0.00000120
resid	4.6880232140719205
coverage	86.28231281142361
