	ENV-COV-24-1754_S56.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.6550813315742445), ('Other', 0.3443532469460088), ('LB.1* (LB.1.X)', 0.000450664402609868), ('JN.1.7* (JN.1.7.X)', 0.00011465414161127267)]
lineages	JN.1.48.3 LB.1.3.4 LB.1.2 MD.3 JN.1.4.5 LB.1.4.1 KQ.1 LK.2 JN.1.7.3 BA.2.86.5 XDR.1 JN.19 LV.1
abundances	0.65460880 0.34431333 0.00034910 0.00015333 0.00014516 0.00010156 0.00007106 0.00006248 0.00005218 0.00005099 0.00003992 0.00003700 0.00001500
resid	5.8934102835492475
coverage	91.50252483028459
