	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-1047.tsv
summarized	[('XBB* (XBB.X)', 0.43848512861034905), ('BA.2.86* (BA.2.86X)', 0.2760246100182434), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.11823360930114214), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.05410520024195855), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.04947235314039685), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.044953727660319645), ('EG.5* [Omicron (EG.5.X)]', 0.007712530120316176)]
lineages	JC.3 BA.2.86 XBB.1.16.32 FL.35.1 EG.2 XBB.1.16.17 XBB.1.5.28 XBB.2.4 HV.1.11 XBB.1.5.63
abundances	0.40729929 0.27602461 0.07478820 0.05410520 0.04947235 0.04344541 0.03947428 0.03118584 0.00771253 0.00547945
resid	17.145154996150133
coverage	95.49877938668361
