	ENV-COV-24-1747_S53.tsv
summarized	[('Other', 0.7275016247743781), ('KP.3* (KP.3.X)', 0.1674813373693713), ('BA.2.86* (BA.2.86.X)', 0.06008507153914738), ('LB.1* (LB.1.X)', 0.04397499917060823), ('KP.2* (KP.2.X)', 0.0005380242711046101), ('KP.3.1.1* (KP.3.1.1.X)', 0.00041889212846551945)]
lineages	LB.1.3.4 KP.3.4 KP.3.1.2 LB.1.3 KP.2.3.12 KP.3.2 JN.1.8 JN.1.11.1 JN.1.9 KP.3.2.4 LF.1 JN.1.48.3 KP.2.3.2 KP.2.15 MC.13 MC.28 JN.1.52 KP.3.1.6 MC.11 JN.1.49.3 MC.26 KP.2.3.9 MC.10.2 LW.1 KU.2.1 JN.1.46 MD.3.1.1 JN.1.4.8 KP.3.2.3 JN.1.4
abundances	0.68895300 0.06875980 0.06726700 0.04397500 0.03762265 0.02610848 0.02208148 0.01931021 0.01751800 0.00499060 0.00040766 0.00028659 0.00027805 0.00025998 0.00023704 0.00023305 0.00020633 0.00020454 0.00018185 0.00015444 0.00015232 0.00014476 0.00014374 0.00013676 0.00010030 0.00010010 0.00009767 0.00006247 0.00001416 0.00001193
resid	7.642846300693222
coverage	97.96675918804134
