	ENV-COV-24-1801_S13.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9990355673101733), ('KP.3* (KP.3.X)', 0.0009643121128692514)]
lineages	JN.1.48.3 JN.1.11 JN.1.52 KP.3.5 JN.2.5 JN.1.51.1 JN.1.4.8 JN.1.46 JN.1.4.7 LF.5 JN.1.63
abundances	0.60306500 0.34131766 0.05342689 0.00096431 0.00030010 0.00027894 0.00022085 0.00012350 0.00010902 0.00010154 0.00009207
resid	12.471413012942971
coverage	89.83045179413436
